state,action,reward,next state 
"[112.11052703857422, 129.41928100585938, -0.004523715935647488, 0.0, 0.0]",3,"[0.8, 0.0, -0.0, 0.8]","[112.11052703857422, 129.41928100585938, -0.004523715935647488, 0.0, 0.0]"
"[112.11052703857422, 129.41928100585938, -0.004523715935647488, 0.0, 0.0]",3,"[0.8, 0.0, -0.0, 0.8]","[112.11052703857422, 129.41928100585938, -0.004523715935647488, 0.0, 0.0]"
"[112.11052703857422, 129.41928100585938, -0.004523715935647488, 0.0, 0.0]",3,"[0.8, 0.0, -0.0, 0.8]","[112.11052703857422, 129.41928100585938, -0.004523715935647488, 0.0, 0.0]"
"[112.11052703857422, 129.41928100585938, -0.004523715935647488, 0.0, 0.0]",3,"[0.8, 0.0, -0.0, 0.8]","[112.11052703857422, 129.41928100585938, -0.004523715935647488, 0.0, 0.0]"
"[112.11052703857422, 129.41928100585938, -0.004523715935647488, 0.0, 0.0]",3,"[0.8, 0.0, -0.0, 0.8]","[112.11052703857422, 129.41928100585938, -0.004523715935647488, 0.0, 0.0]"
"[112.11052703857422, 129.41928100585938, -0.004523715935647488, 0.0, 0.0]",3,"[0.8, 1.1840529296312365, -0.07795901298522949, 1.9060939166460071]","[93.4939956665039, 125.920166015625, -0.004553546663373709, 23.68105859262473, 0.0]"
"[93.4939956665039, 125.920166015625, -0.004553546663373709, 23.68105859262473, 0.0]",2.0,"[0.8, 1.1371795463601808, -0.00011359451338648797, 1.9370659518467943]","[92.39600372314453, 94.32816314697266, -0.004543628543615341, 22.743590927203616, 1.0]"
"[92.39600372314453, 94.32816314697266, -0.004543628543615341, 22.743590927203616, 1.0]",1,"[0.8, 3.2474466216325205e-07, -1.4746889291927802e-08, 0.8000003099977729]","[92.39488983154297, 79.5732421875, -0.004700069315731525, 6.4948932432650404e-06, 0.0]"
"[92.39488983154297, 79.5732421875, -0.004700069315731525, 6.4948932432650404e-06, 0.0]",4,"[0.8, 2.930925192409149e-08, -4.4690918912237974e-08, 0.7999999846183331]","[92.39488983154297, 79.5732421875, -0.004700069315731525, 5.861850384818298e-07, 0.0]"
"[92.39488983154297, 79.5732421875, -0.004700069315731525, 5.861850384818298e-07, 0.0]",4,"[0.8, 1.85414740346874e-07, -2.1910320811002748e-08, 0.8000001635044196]","[92.39488983154297, 79.5732421875, -0.004700069315731525, 3.7082948069374797e-06, 0.0]"
"[92.39488983154297, 79.5732421875, -0.004700069315731525, 3.7082948069374797e-06, 0.0]",4,"[0.8, 5.549439433109021e-08, -1.6096269064291846e-08, 0.8000000393981254]","[92.39488983154297, 79.5732421875, -0.004700069315731525, 1.1098878866218042e-06, 0.0]"
"[92.39488983154297, 79.5732421875, -0.004700069315731525, 1.1098878866218042e-06, 0.0]",1,"[0.8, 1.7698783373548825, -0.05007572174072266, 2.51980261561416]","[98.03472137451172, 59.32583999633789, -0.005774136167019606, 35.39756674709765, 0.0]"
"[98.03472137451172, 59.32583999633789, -0.005774136167019606, 35.39756674709765, 0.0]",2,"[0.8, 0.000519794244853315, -0.00013838917948305607, 0.8003814050653703]","[134.9883270263672, 59.49513626098633, -0.0039880177937448025, 0.010395884897066299, 0.0]"
"[134.9883270263672, 59.49513626098633, -0.0039880177937448025, 0.010395884897066299, 0.0]",5,"[0.8, 1.3046279421084383e-07, -9.076317475376072e-11, 0.8000001303720311]","[134.98960876464844, 59.495140075683594, -0.00469972612336278, 2.6092558842168766e-06, 0.0]"
"[134.98960876464844, 59.495140075683594, -0.00469972612336278, 2.6092558842168766e-06, 0.0]",5,"[0.8, 1.0986379789715926e-07, -1.6371096478451364e-10, 0.800000109700087]","[134.98960876464844, 59.495140075683594, -0.00469972612336278, 2.197275957943185e-06, 0.0]"
"[134.98960876464844, 59.495140075683594, -0.00469972612336278, 2.197275957943185e-06, 0.0]",5,"[0.8, 3.091926590738257e-08, -1.6371652478142097e-10, 0.8000000307555494]","[134.98960876464844, 59.495140075683594, -0.00469972612336278, 6.183853181476514e-07, 0.0]"
"[134.98960876464844, 59.495140075683594, -0.00469972612336278, 6.183853181476514e-07, 0.0]",5,"[0.8, 0.15667011056982916, -0.04065679550170898, 0.9160133150681202]","[135.108642578125, 59.49515151977539, -0.005431613884866238, 3.1334022113965827, 0.0]"
"[135.108642578125, 59.49515151977539, -0.005431613884866238, 3.1334022113965827, 0.0]",2,"[0.8, 1.6946729021148739, -0.003447151184082031, 2.491225750930792]","[166.6222686767578, 59.49067306518555, -0.0045129964128136635, 33.893458042297475, 0.0]"
"[166.6222686767578, 59.49067306518555, -0.0045129964128136635, 33.893458042297475, 0.0]",0.0,"[0.8, 1.71262367686227, -0.08479785919189453, 2.4278258176703753]","[211.9300994873047, 59.48530960083008, -0.005196514073759317, 34.2524735372454, 0.0]"
"[211.9300994873047, 59.48530960083008, -0.005196514073759317, 34.2524735372454, 0.0]",0.0,"[0.8, 1.5976174443782978, -0.0028217315673828127, 2.394795712810915]","[261.02783203125, 59.4795036315918, -0.004743099212646484, 31.952348887565954, 0.0]"
"[261.02783203125, 59.4795036315918, -0.004743099212646484, 31.952348887565954, 0.0]",0.0,"[0.8, 1.2723341299734274, -0.012573909759521485, 2.059760220213906]","[306.59576416015625, 59.47386932373047, -0.004234447609633207, 25.446682599468545, 0.0]"
"[306.59576416015625, 59.47386932373047, -0.004234447609633207, 25.446682599468545, 0.0]",0.0,"[0.8, 0.0, -0.0, 0.8]","[313.0471496582031, 59.4730339050293, -0.004588947165757418, 0.0, 0.0]"
"[313.0471496582031, 59.4730339050293, -0.004588947165757418, 0.0, 0.0]",3,"[0.8, 0.7740527576808782, -0.05312204360961914, 1.5209307140712591]","[315.02862548828125, 59.47244644165039, -0.006808490492403507, 15.481055153617564, 0.0]"
"[315.02862548828125, 59.47244644165039, -0.006808490492403507, 15.481055153617564, 0.0]",2,"[0.8, 1.6677982944846386, -0.0017583146691322327, 2.4660399798155064]","[334.913818359375, 76.3908462524414, -0.004519328940659761, 33.35596588969277, 0.0]"
"[334.913818359375, 76.3908462524414, -0.004519328940659761, 33.35596588969277, 0.0]",1,"[0.8, 0.00023367520495110082, -7.46194928069599e-08, 0.8002336005854583]","[334.83221435546875, 109.635498046875, -0.004382800776511431, 0.0046735040990220165, 0.0]"
"[334.83221435546875, 109.635498046875, -0.004382800776511431, 0.0046735040990220165, 0.0]",5,"[0.8, 7.381541824073069e-08, -9.299870384893439e-10, 0.8000000728854313]","[334.83221435546875, 109.63617706298828, -0.004700107499957085, 1.4763083648146136e-06, 0.0]"
"[334.83221435546875, 109.63617706298828, -0.004700107499957085, 1.4763083648146136e-06, 0.0]",5,"[0.8, 2.0427921253395102e-07, -2.929099807147395e-10, 0.8000002039863026]","[334.83221435546875, 109.63617706298828, -0.004700107499957085, 4.08558425067902e-06, 0.0]"
"[334.83221435546875, 109.63617706298828, -0.004700107499957085, 4.08558425067902e-06, 0.0]",5,"[0.8, 1.373655288643891e-08, -1.57699719949278e-10, 0.8000000135788532]","[334.83221435546875, 109.63617706298828, -0.004700107499957085, 2.747310577287782e-07, 0.0]"
"[334.83221435546875, 109.63617706298828, -0.004700107499957085, 2.747310577287782e-07, 0.0]",5,"[0.8, 0.844073447273636, -1.3069109991192818e-05, 1.644060378163645]","[334.8287048339844, 116.84392547607422, -0.004534282721579075, 16.88146894547272, 0.0]"
"[334.8287048339844, 116.84392547607422, -0.004534282721579075, 16.88146894547272, 0.0]",0.0,"[0.8, 1.576549134516137, -4.1297636926174166e-06, 2.376545004752445]","[334.8068542480469, 154.52536010742188, -0.004561939276754856, 31.53098269032274, 0.0]"
"[334.8068542480469, 154.52536010742188, -0.004561939276754856, 31.53098269032274, 0.0]",0.0,"[0.8, 0.0, -0.0, 0.8]","[334.79547119140625, 175.28775024414062, -0.00450136186555028, 0.0, 0.0]"
"[334.79547119140625, 175.28775024414062, -0.00450136186555028, 0.0, 0.0]",3,"[0.8, 0.0, -0.0, 0.8]","[334.79547119140625, 175.28775024414062, -0.00450136186555028, 0.0, 0.0]"
"[334.79547119140625, 175.28775024414062, -0.00450136186555028, 0.0, 0.0]",3,"[0.8, 0.0, -0.0, 0.8]","[334.79547119140625, 175.28775024414062, -0.00450136186555028, 0.0, 0.0]"
"[334.79547119140625, 175.28775024414062, -0.00450136186555028, 0.0, 0.0]",3,"[0.8, 0.0, -0.0, 0.8]","[334.79547119140625, 175.28775024414062, -0.00450136186555028, 0.0, 0.0]"
"[334.79547119140625, 175.28775024414062, -0.00450136186555028, 0.0, 0.0]",3,"[0.8, 0.0, -0.0, 0.8]","[334.79547119140625, 175.28775024414062, -0.00450136186555028, 0.0, 0.0]"
"[334.79547119140625, 175.28775024414062, -0.00450136186555028, 0.0, 0.0]",3,"[0.8, 0.0, -0.0, 0.8]","[334.79547119140625, 175.28775024414062, -0.00450136186555028, 0.0, 0.0]"
"[334.79547119140625, 175.28775024414062, -0.00450136186555028, 0.0, 0.0]",3,"[0.8, 0.0, -0.0, 0.8]","[334.79547119140625, 175.28775024414062, -0.00450136186555028, 0.0, 0.0]"
"[334.79547119140625, 175.28775024414062, -0.00450136186555028, 0.0, 0.0]",3,"[0.8, 0.7410193603578364, -4.518777132034302e-06, 1.5410148415807043]","[334.78485107421875, 185.0354766845703, -0.004527492448687553, 14.820387207156728, 0.0]"
"[334.78485107421875, 185.0354766845703, -0.004527492448687553, 14.820387207156728, 0.0]",2,"[0.8, 1.8686038480710274, -0.0005418777465820313, 2.6680619703244455]","[304.4136962890625, 195.15342712402344, -0.004552249796688557, 37.37207696142055, 0.0]"
"[304.4136962890625, 195.15342712402344, -0.004552249796688557, 37.37207696142055, 0.0]",2,"[0.8, 1.8691757897920978, -2.6702880859375003e-06, 2.669173119504012]","[250.9333953857422, 195.15380859375, -0.004553394392132759, 37.38351579584195, 0.0]"
"[250.9333953857422, 195.15380859375, -0.004553394392132759, 37.38351579584195, 0.0]",2,"[0.8, 1.869176454639272, -4.00543212890625e-06, 2.669172449207143]","[200.0480499267578, 195.14930725097656, -0.004553432576358318, 37.38352909278544, 0.0]"
"[200.0480499267578, 195.14930725097656, -0.004553432576358318, 37.38352909278544, 0.0]",0.0,"[0.8, 1.869178690259187, -4.57763671875e-06, 2.669174112622468]","[146.56649780273438, 195.1450958251953, -0.004553394392132759, 37.38357380518374, 0.0]"
"[146.56649780273438, 195.1450958251953, -0.004553394392132759, 37.38357380518374, 0.0]",0.0,"[0.8, 8.053607707211813e-05, -2.333170734345913e-05, 0.8000572043697287]","[112.20391082763672, 195.14141845703125, -0.004590969067066908, 0.0016107215414423624, 0.0]"
"[112.20391082763672, 195.14141845703125, -0.004590969067066908, 0.0016107215414423624, 0.0]",5,"[0.8, 1.7184618546439015e-08, -2.5481840637553434e-10, 0.8000000169298002]","[112.20364379882812, 195.14141845703125, -0.0046999165788292885, 3.436923709287803e-07, 0.0]"
"[112.20364379882812, 195.14141845703125, -0.0046999165788292885, 3.436923709287803e-07, 0.0]",5,"[0.8, 1.04713608889621e-07, -5.416080917086674e-11, 0.8000001046594482]","[112.20364379882812, 195.14141845703125, -0.0046999165788292885, 2.09427217779242e-06, 0.0]"
"[112.20364379882812, 195.14141845703125, -0.0046999165788292885, 2.09427217779242e-06, 0.0]",5,"[0.8, 5.8365483113513544e-08, -7.245737343453129e-11, 0.8000000582930258]","[112.20364379882812, 195.14141845703125, -0.0046999165788292885, 1.1673096622702708e-06, 0.0]"
"[112.20364379882812, 195.14141845703125, -0.0046999165788292885, 1.1673096622702708e-06, 0.0]",5,"[0.8, 1.5449639877644817e-08, -1.2666710347275513e-10, 0.8000000153229728]","[112.20364379882812, 195.14141845703125, -0.0046999165788292885, 3.0899279755289636e-07, 0.0]"
"[112.20364379882812, 195.14141845703125, -0.0046999165788292885, 3.0899279755289636e-07, 0.0]",5,"[0.8, 1.1501394316393619e-07, -1.7913404093405916e-11, 0.8000001149960299]","[112.20364379882812, 195.14141845703125, -0.0046999165788292885, 2.3002788632787237e-06, 1.0]"
"[112.20364379882812, 195.14141845703125, -0.0046999165788292885, 2.3002788632787237e-06, 1.0]",5,"[0.8, 6.694799700439266e-08, -1.9973729337152691e-10, 0.8000000667482597]","[112.20364379882812, 195.14141845703125, -0.0046999165788292885, 1.3389599400878532e-06, 0.0]"
"[112.20364379882812, 195.14141845703125, -0.0046999165788292885, 1.3389599400878532e-06, 0.0]",5,"[0.8, 0.8953096519329335, -0.009547042846679689, 1.6857626090862539]","[93.30642700195312, 197.50526428222656, -0.004595661070197821, 17.90619303865867, 0.0]"
"[93.30642700195312, 197.50526428222656, -0.004595661070197821, 17.90619303865867, 0.0]",1,"[0.8, 0.898017209465802, -1.186579465866089e-05, 1.6980053436711433]","[88.41667175292969, 221.87269592285156, -0.004703502636402845, 17.96034418931604, 0.0]"
"[88.41667175292969, 221.87269592285156, -0.004703502636402845, 17.96034418931604, 0.0]",1,"[0.8, 0.8980206727484316, -2.1746382117271423e-06, 1.69801849811022]","[88.40727233886719, 247.81175231933594, -0.004703617189079523, 17.96041345496863, 0.0]"
"[88.40727233886719, 247.81175231933594, -0.004703617189079523, 17.96041345496863, 0.0]",0.0,"[0.8, 1.7698209108329899, -6.0156686231493955e-06, 2.5698148951643667]","[88.41344451904297, 284.5323791503906, -0.005654735490679741, 35.3964182166598, 0.0]"
"[88.41344451904297, 284.5323791503906, -0.005654735490679741, 35.3964182166598, 0.0]",3,"[0.8, 0.0, -0.0, 0.8]","[88.41668701171875, 307.5543212890625, -0.004585017915815115, 0.0, 0.0]"
"[88.41668701171875, 307.5543212890625, -0.004585017915815115, 0.0, 0.0]",3,"[0.8, 0.0, -0.0, 0.8]","[88.41668701171875, 307.5543212890625, -0.004585017915815115, 0.0, 0.0]"
"[88.41668701171875, 307.5543212890625, -0.004585017915815115, 0.0, 0.0]",3,"[0.8, 0.0, -0.0, 0.8]","[88.41668701171875, 307.5543212890625, -0.004585017915815115, 0.0, 0.0]"
"[88.41668701171875, 307.5543212890625, -0.004585017915815115, 0.0, 0.0]",3,"[0.8, 0.0, -0.0, 0.8]","[88.41668701171875, 307.5543212890625, -0.004585017915815115, 0.0, 0.0]"
"[88.41668701171875, 307.5543212890625, -0.004585017915815115, 0.0, 0.0]",3,"[0.8, 0.4682046473742607, -5.056083318777383e-06, 1.268199591290942]","[88.41691589355469, 308.505859375, -0.006120624486356974, 9.364092947485213, 0.0]"
"[88.41691589355469, 308.505859375, -0.006120624486356974, 9.364092947485213, 0.0]",0.0,"[0.8, 1.668658061544391, -0.0002079010009765625, 2.4684501605434144]","[71.41996765136719, 326.564453125, -0.004523143637925386, 33.376900894865884, 0.0]"
"[71.41996765136719, 326.564453125, -0.004523143637925386, 33.376900894865884, 0.0]",1,"[0.8, 1.3038012827881749, -0.0005352973937988282, 2.1032659853943763]","[31.221309661865234, 326.5509033203125, -0.004564647562801838, 26.076025655763495, 0.0]"
"[31.221309661865234, 326.5509033203125, -0.004564647562801838, 26.076025655763495, 0.0]",1,"[0.8, 1.289626864539777, -0.009171760082244873, 2.080455104457532]","[2.0543441772460938, 316.6817321777344, -0.004187450278550386, 25.79253729079554, 0.0]"
"[2.0543441772460938, 316.6817321777344, -0.004187450278550386, 25.79253729079554, 0.0]",2,"[0.8, -0.2, -5.437515210360289e-06, 0.5999945624847897]","[2.016754150390625, 264.14703369140625, -0.0058935354463756084, 64.88845375654289, 0.0]"
"[2.016754150390625, 264.14703369140625, -0.0058935354463756084, 64.88845375654289, 0.0]",0.0,"[0.8, 2.531213032621091, -0.0001662304624915123, 3.3310468021585997]","[1.9789882898330688, 162.2499237060547, -0.00331567763350904, 50.62426065242181, 0.0]"
"[1.9789882898330688, 162.2499237060547, -0.00331567763350904, 50.62426065242181, 0.0]",0.0,"[0.8, 1.3032236143253941, -0.00024639517068862914, 2.1029772191547056]","[1.9544979333877563, 116.45077514648438, -0.004562282469123602, 26.064472286507883, 0.0]"
"[1.9544979333877563, 116.45077514648438, -0.004562282469123602, 26.064472286507883, 0.0]",2,"[0.8, 1.3002876997618393, -1.4082528650760652e-06, 2.1002862915089744]","[1.9431661367416382, 81.00777435302734, -0.004546260926872492, 26.005753995236784, 0.0]"
"[1.9431661367416382, 81.00777435302734, -0.004546260926872492, 26.005753995236784, 0.0]",0.0,"[0.8, 1.3032813609173592, -1.3660173863172531e-06, 2.1032799948999727]","[1.9575599431991577, 43.76245880126953, -0.004548320546746254, 26.06562721834718, 0.0]"
"[1.9575599431991577, 43.76245880126953, -0.004548320546746254, 26.06562721834718, 0.0]",0.0,"[0.8, 1.3009034681217018, -0.05187845230102539, 2.0490250158206766]","[2.7601585388183594, 6.339201927185059, -0.005891857203096151, 26.018069362434034, 0.0]"
"[2.7601585388183594, 6.339201927185059, -0.005891857203096151, 26.018069362434034, 0.0]",2,"[0.8, 1.314763810615585, -0.003206634521484375, 2.1115571760941005]","[36.75841522216797, 1.9717459678649902, -0.004547405056655407, 26.2952762123117, 0.0]"
"[36.75841522216797, 1.9717459678649902, -0.004547405056655407, 26.2952762123117, 0.0]",0.0,"[0.8, 0.0011097407913658946, -0.00023934692144393923, 0.800870393869922]","[68.49758911132812, 1.961534023284912, -0.003114528488367796, 0.02219481582731789, 0.0]"
"[68.49758911132812, 1.961534023284912, -0.003114528488367796, 0.02219481582731789, 0.0]",4,"[0.8, 0.0, -0.0, 0.8]","[68.50003051757812, 1.9615323543548584, -0.004486980382353067, 0.0, 0.0]"
"[68.50003051757812, 1.9615323543548584, -0.004486980382353067, 0.0, 0.0]",3,"[0.8, 0.0, -0.0, 0.8]","[68.50003051757812, 1.9615323543548584, -0.004486980382353067, 0.0, 0.0]"
"[68.50003051757812, 1.9615323543548584, -0.004486980382353067, 0.0, 0.0]",3,"[0.8, 0.0, -0.0, 0.8]","[68.50003051757812, 1.9615323543548584, -0.004486980382353067, 0.0, 0.0]"
"[68.50003051757812, 1.9615323543548584, -0.004486980382353067, 0.0, 0.0]",3,"[0.8, 0.8603479354059238, -0.013259220123291017, 1.6470887152826328]","[72.73021697998047, 1.9603923559188843, -0.005194453988224268, 17.206958708118474, 0.0]"
"[72.73021697998047, 1.9603923559188843, -0.005194453988224268, 17.206958708118474, 0.0]",0.0,"[0.8, 1.7644532315562065, -0.017064666748046877, 2.5473885648081596]","[108.36699676513672, 1.9499289989471436, -0.005621165968477726, 35.28906463112413, 0.0]"
"[108.36699676513672, 1.9499289989471436, -0.005621165968477726, 35.28906463112413, 0.0]",3,"[0.8, 0.0, -0.0, 0.8]","[134.29669189453125, 1.9534739255905151, -0.004543743096292019, 0.0, 0.0]"
"[134.29669189453125, 1.9534739255905151, -0.004543743096292019, 0.0, 0.0]",3,"[0.8, 0.0, -0.0, 0.8]","[134.29669189453125, 1.9534739255905151, -0.004543743096292019, 0.0, 0.0]"
"[134.29669189453125, 1.9534739255905151, -0.004543743096292019, 0.0, 0.0]",3,"[0.8, 0.0, -0.0, 0.8]","[134.29669189453125, 1.9534739255905151, -0.004543743096292019, 0.0, 0.0]"
"[134.29669189453125, 1.9534739255905151, -0.004543743096292019, 0.0, 0.0]",3,"[0.8, 0.0, -0.0, 0.8]","[134.29669189453125, 1.9534739255905151, -0.004543743096292019, 0.0, 0.0]"
"[134.29669189453125, 1.9534739255905151, -0.004543743096292019, 0.0, 0.0]",3,"[0.8, 0.0, -0.0, 0.8]","[134.29669189453125, 1.9534739255905151, -0.004543743096292019, 0.0, 0.0]"
"[134.29669189453125, 1.9534739255905151, -0.004543743096292019, 0.0, 0.0]",3,"[0.8, 0.0, -0.0, 0.8]","[134.29669189453125, 1.9534739255905151, -0.004543743096292019, 0.0, 0.0]"
"[134.29669189453125, 1.9534739255905151, -0.004543743096292019, 0.0, 0.0]",3,"[0.8, 0.0, -0.0, 0.8]","[134.29669189453125, 1.9534739255905151, -0.004543743096292019, 0.0, 0.0]"
"[134.29669189453125, 1.9534739255905151, -0.004543743096292019, 0.0, 0.0]",3,"[0.8, 1.2320495379187886, -0.06437978744506836, 1.9676697504737202]","[148.95123291015625, 2.451457977294922, -0.006181392353028059, 24.640990758375768, 0.0]"
"[148.95123291015625, 2.451457977294922, -0.006181392353028059, 24.640990758375768, 0.0]",2,"[0.8, 1.0083083965578694, -7.075928151607513e-05, 1.8082376372763533]","[154.04403686523438, 32.829280853271484, -0.004256038460880518, 20.16616793115739, 1.0]"
"[154.04403686523438, 32.829280853271484, -0.004256038460880518, 20.16616793115739, 1.0]",1,"[0.8, 0.0, -0.0, 0.8]","[154.03819274902344, 35.85352325439453, -0.0046641346998512745, 0.0, 0.0]"
"[154.03819274902344, 35.85352325439453, -0.0046641346998512745, 0.0, 0.0]",3,"[0.8, 1.2025282289697294, -0.029970312118530275, 1.9725579168511993]","[155.25601196289062, 53.19683837890625, -0.0044319722801446915, 24.050564579394585, 0.0]"
"[155.25601196289062, 53.19683837890625, -0.0044319722801446915, 24.050564579394585, 0.0]",1,"[0.8, 1.2443692052797497, -7.238388061523438e-05, 2.0442968213991346]","[189.78366088867188, 59.48701477050781, -0.004546565935015678, 24.887384105594993, 0.0]"
"[189.78366088867188, 59.48701477050781, -0.004546565935015678, 24.887384105594993, 0.0]",2,"[0.8, 1.270958904737732, -0.019605255126953127, 2.051353649610779]","[226.4261016845703, 59.48354721069336, -0.004653339274227619, 25.41917809475464, 0.0]"
"[226.4261016845703, 59.48354721069336, -0.004653339274227619, 25.41917809475464, 0.0]",1,"[0.8, 1.3448045021651245, -5.0354003906250004e-05, 2.1447541481612182]","[264.1706848144531, 59.47917175292969, -0.004548091907054186, 26.89609004330249, 0.0]"
"[264.1706848144531, 59.47917175292969, -0.004548091907054186, 26.89609004330249, 0.0]",0.0,"[0.8, 1.2715821798241649, -0.013817310333251953, 2.0577648694909128]","[301.45977783203125, 59.4740104675293, -0.004189777188003063, 25.431643596483298, 0.0]"
"[301.45977783203125, 59.4740104675293, -0.004189777188003063, 25.431643596483298, 0.0]",0.0,"[0.8, 1.6372372852932882e-07, -1.3855782299287968e-09, 0.8000001623381503]","[313.0296936035156, 59.46969223022461, -0.004699611570686102, 3.2744745705865763e-06, 0.0]"
"[313.0296936035156, 59.46969223022461, -0.004699611570686102, 3.2744745705865763e-06, 0.0]",4,"[0.8, 5.493873330082823e-08, -9.247287380276248e-11, 0.8000000548462605]","[313.0296936035156, 59.46969223022461, -0.004700641613453627, 1.0987746660165645e-06, 0.0]"
"[313.0296936035156, 59.46969223022461, -0.004700641613453627, 1.0987746660165645e-06, 0.0]",4,"[0.8, 9.441664213488309e-08, -8.529251545041916e-09, 0.8000000858873907]","[313.0296936035156, 59.46969223022461, -0.004700641613453627, 1.8883328426976618e-06, 0.0]"
"[313.0296936035156, 59.46969223022461, -0.004700641613453627, 1.8883328426976618e-06, 0.0]",4,"[0.8, 2.9191149022383862e-08, -2.0035383130334596e-10, 0.8000000289907953]","[313.0296936035156, 59.46969223022461, -0.004700641613453627, 5.838229804476772e-07, 0.0]"
"[313.0296936035156, 59.46969223022461, -0.004700641613453627, 5.838229804476772e-07, 0.0]",1,"[0.8, 1.5720169984825243, -0.025149822235107422, 2.346867176247417]","[334.42919921875, 56.510833740234375, -0.005352802108973265, 31.440339969650484, 0.0]"
"[334.42919921875, 56.510833740234375, -0.005352802108973265, 31.440339969650484, 0.0]",1,"[0.8, 0.9047602060053012, -0.00019058093428611755, 1.7045696250710152]","[338.8910217285156, 16.181194305419922, -0.004140300676226616, 18.095204120106022, 0.0]"
"[338.8910217285156, 16.181194305419922, -0.004140300676226616, 18.095204120106022, 0.0]",1,"[0.8, 2.2936405984741763, -0.037509727478027347, 3.0561308709961494]","[309.9029541015625, -2.023965835571289, -0.005544757936149836, 45.87281196948353, 0.0]"
"[309.9029541015625, -2.023965835571289, -0.005544757936149836, 45.87281196948353, 0.0]",2,"[0.8, -0.2, -0.04159469604492188, 0.5584053039550781]","[222.0238037109375, -2.0367751121520996, -0.0030445288866758347, 61.7979998928933, 0.0]"
"[222.0238037109375, -2.0367751121520996, -0.0030445288866758347, 61.7979998928933, 0.0]",3,"[0.8, 0.9354303364940959, -0.01396770477294922, 1.7214626317211468]","[173.49256896972656, -2.0426185131073, -0.004589595831930637, 18.708606729881918, 0.0]"
"[173.49256896972656, -2.0426185131073, -0.004589595831930637, 18.708606729881918, 0.0]",4,"[0.8, 1.5293281265420071, -0.01624641418457031, 2.3130817123574365]","[127.84296417236328, -2.0473384857177734, -0.003620052244514227, 30.58656253084014, 0.0]"
"[127.84296417236328, -2.0473384857177734, -0.003620052244514227, 30.58656253084014, 0.0]",0.0,"[0.8, 0.0, -0.0, 0.8]","[111.4826431274414, -2.0492563247680664, -0.004512882325798273, 0.0, 0.0]"
"[111.4826431274414, -2.0492563247680664, -0.004512882325798273, 0.0, 0.0]",3,"[0.8, 0.0, -0.0, 0.8]","[111.4826431274414, -2.0492563247680664, -0.004512882325798273, 0.0, 0.0]"
"[111.4826431274414, -2.0492563247680664, -0.004512882325798273, 0.0, 0.0]",3,"[0.8, 0.0, -0.0, 0.8]","[111.4826431274414, -2.0492563247680664, -0.004512882325798273, 0.0, 0.0]"
"[111.4826431274414, -2.0492563247680664, -0.004512882325798273, 0.0, 0.0]",3,"[0.8, 0.0, -0.0, 0.8]","[111.4826431274414, -2.0492563247680664, -0.004512882325798273, 0.0, 0.0]"
"[111.4826431274414, -2.0492563247680664, -0.004512882325798273, 0.0, 0.0]",3,"[0.8, 0.0, -0.0, 0.8]","[111.4826431274414, -2.0492563247680664, -0.004512882325798273, 0.0, 0.0]"
"[111.4826431274414, -2.0492563247680664, -0.004512882325798273, 0.0, 0.0]",3,"[0.8, 0.013187959951699933, -0.00829004168510437, 0.8048979182665956]","[111.47500610351562, -2.0492703914642334, -0.00486333854496479, 0.26375919903399864, 0.0]"
"[111.47500610351562, -2.0492703914642334, -0.00486333854496479, 0.26375919903399864, 0.0]",0.0,"[0.8, 1.8109852060143359, -0.0023471832275390628, 2.608638022786797]","[77.31342315673828, -2.0419812202453613, -0.004556751344352961, 36.219704120286714, 0.0]"
"[77.31342315673828, -2.0419812202453613, -0.004556751344352961, 36.219704120286714, 0.0]",0.0,"[0.8, 1.6386503227302893, -0.05361614227294922, 2.38503418045734]","[20.544189453125, -2.0219273567199707, -0.0036973762325942516, 32.773006454605785, 0.0]"
"[20.544189453125, -2.0219273567199707, -0.0036973762325942516, 32.773006454605785, 0.0]",0.0,"[0.8, 2.2963746589437632, -0.00047278665006160735, 3.0959018722937017]","[-2.041142702102661, 30.039066314697266, -0.006053485907614231, 45.230442265668074, 0.0]"
"[-2.041142702102661, 30.039066314697266, -0.006053485907614231, 45.230442265668074, 0.0]",2,"[0.8, -0.2, -0.000132036954164505, 0.5998679630458356]","[-2.0395588874816895, 130.81723022460938, -0.00549112306907773, 92.47412078788825, 0.0]"
"[-2.0395588874816895, 130.81723022460938, -0.00549112306907773, 92.47412078788825, 0.0]",0.0,"[0.8, 2.9090918792474887, -0.00019529085606336593, 3.7088965883914256]","[-1.9821079969406128, 263.0440673828125, -0.003002757905051112, 58.18183758494977, 0.0]"
"[-1.9821079969406128, 263.0440673828125, -0.003002757905051112, 58.18183758494977, 0.0]",2,"[0.8, 1.5221422835745233, -0.006980609893798828, 2.3151616736807243]","[-1.6803297996520996, 318.6021423339844, -0.00505842175334692, 30.442845671490463, 0.0]"
"[-1.6803297996520996, 318.6021423339844, -0.00505842175334692, 30.442845671490463, 0.0]",1,"[0.8, 2.2175337416442735, -0.03024139404296875, 2.987292347601305]","[43.81346130371094, 330.5572509765625, -0.0036569403018802404, 44.35067483288547, 0.0]"
"[43.81346130371094, 330.5572509765625, -0.0036569403018802404, 44.35067483288547, 0.0]",0.0,"[0.8, 0.0, -0.0, 0.8]","[66.06739044189453, 330.5686950683594, -0.004605388734489679, 0.0, 0.0]"
