state,action,reward,next state 
"[257.68414306640625, 195.15353393554688, -0.0045478628017008305, 27.75420833791713, 0.0]",0.0,"[0.8, 1.3877185545747281, -1.1634826660156251e-05, 2.1877069197480683]","[217.9828643798828, 195.14935302734375, -0.004547748249024153, 27.754371091494562, 0.0]"
"[217.9828643798828, 195.14935302734375, -0.004547748249024153, 27.754371091494562, 0.0]",1,"[0.8, 1.3877072269565982, -1.1539459228515625e-05, 2.18769568749737]","[175.96890258789062, 195.1474151611328, -0.004547786433249712, 27.754144539131964, 0.0]"
"[175.96890258789062, 195.1474151611328, -0.004547786433249712, 27.754144539131964, 0.0]",0.0,"[0.8, 1.5470078708339468, -0.0008028030395507813, 2.346205067794396]","[134.52227783203125, 195.1442108154297, -0.004567813593894243, 30.940157416678932, 0.0]"
"[134.52227783203125, 195.1442108154297, -0.004567813593894243, 30.940157416678932, 0.0]",0.0,"[0.8, 0.014799558201980423, -0.016424856185913085, 0.7983747020160674]","[121.1761703491211, 195.13917541503906, -0.004711932968348265, 0.29599116403960846, 1.0]"
"[121.1761703491211, 195.13917541503906, -0.004711932968348265, 0.29599116403960846, 1.0]",2,"[0.8, 0.014799891946953542, -0.016425222158432007, 0.7983746697885216]","[121.15032958984375, 195.13919067382812, -0.004711932968348265, 0.29599783893907083, 1.0]"
"[121.15032958984375, 195.13919067382812, -0.004711932968348265, 0.29599783893907083, 1.0]",2,"[0.8, 1.7245538551747755e-05, -0.016424716711044313, 0.7835925288275075]","[121.12664031982422, 195.13922119140625, -0.004699458833783865, 0.0003449107710349551, 1.0]"
"[121.12664031982422, 195.13922119140625, -0.004699458833783865, 0.0003449107710349551, 1.0]",2,"[0.8, 0.014800043057480367, -0.016425390243530274, 0.7983746528139501]","[121.1005630493164, 195.1392364501953, -0.004712352529168129, 0.29600086114960733, 1.0]"
"[121.1005630493164, 195.1392364501953, -0.004712352529168129, 0.29600086114960733, 1.0]",2,"[0.8, 0.014800533404346032, -0.01642593741416931, 0.7983745959901768]","[121.07472229003906, 195.13925170898438, -0.0047118947841227055, 0.2960106680869206, 1.0]"
"[121.07472229003906, 195.13925170898438, -0.0047118947841227055, 0.2960106680869206, 1.0]",5,"[0.8, 0.6749804311132006, -0.008912849426269532, 1.466067581686931]","[110.79718780517578, 195.142578125, -0.004369678441435099, 13.499608622264011, 1.0]"
"[110.79718780517578, 195.142578125, -0.004369678441435099, 13.499608622264011, 1.0]",0.0,"[0.8, 0.8981896281434605, -0.043878698348999025, 1.6543109297944616]","[93.46122741699219, 191.64442443847656, -0.005864887032657862, 17.96379256286921, 0.0]"
"[93.46122741699219, 191.64442443847656, -0.005864887032657862, 17.96379256286921, 0.0]",2,"[0.8, 0.7610880069487694, -2.1475646644830703e-05, 1.5610665313021248]","[92.39278411865234, 170.93017578125, -0.004767627455294132, 15.221760138975387, 0.0]"
"[92.39278411865234, 170.93017578125, -0.004767627455294132, 15.221760138975387, 0.0]",0.0,"[0.8, 0.0001954000918686507, -1.2344318747636862e-07, 0.8001952766486812]","[92.39493560791016, 157.1359100341797, -0.00443613063544035, 0.003908001837373013, 1.0]"
"[92.39493560791016, 157.1359100341797, -0.00443613063544035, 0.003908001837373013, 1.0]",5,"[0.8, 7.03851708081008e-08, -9.179057514074885e-12, 0.8000000703759917]","[92.39493560791016, 157.13531494140625, -0.004699992947280407, 1.407703416162016e-06, 1.0]"
"[92.39493560791016, 157.13531494140625, -0.004699992947280407, 1.407703416162016e-06, 1.0]",5,"[0.8, 1.5450403015316972e-08, -1.3919675190265936e-10, 0.8000000153112063]","[92.39493560791016, 157.13531494140625, -0.004699992947280407, 3.090080603063394e-07, 1.0]"
"[92.39493560791016, 157.13531494140625, -0.004699992947280407, 3.090080603063394e-07, 1.0]",5,"[0.8, 0.6855912865917498, -6.37606717646122e-07, 1.4855906489850321]","[92.39175415039062, 149.28793334960938, -0.004553318023681641, 13.711825731834995, 1.0]"
"[92.39175415039062, 149.28793334960938, -0.004553318023681641, 13.711825731834995, 1.0]",2,"[0.8, 0.8907171429082577, -0.04569978713989258, 1.6450173557683652]","[97.5140609741211, 133.92767333984375, -0.005899867974221706, 17.81434285816515, 0.0]"
"[97.5140609741211, 133.92767333984375, -0.005899867974221706, 17.81434285816515, 0.0]",5,"[0.8, 1.1204463316026338, -0.019418811798095705, 1.901027519804538]","[124.9293441772461, 133.4259490966797, -0.005232410505414009, 22.408926632052676, 0.0]"
"[124.9293441772461, 133.4259490966797, -0.005232410505414009, 22.408926632052676, 0.0]",4,"[0.8, 1.1104923138442733, -0.07362489700317383, 1.8368674168410994]","[153.08433532714844, 133.43797302246094, -0.00527532584965229, 22.209846276885465, 0.0]"
"[153.08433532714844, 133.43797302246094, -0.00527532584965229, 22.209846276885465, 0.0]",0.0,"[0.8, 1.1174184533709635, -0.020308208465576173, 1.8971102449053874]","[184.07606506347656, 133.4518585205078, -0.005296535324305296, 22.348369067419267, 0.0]"
"[184.07606506347656, 133.4518585205078, -0.005296535324305296, 22.348369067419267, 0.0]",3,"[0.8, 1.1605692046000635, -0.03276615142822266, 1.9278030531718409]","[212.5733184814453, 133.46438598632812, -0.005299434531480074, 22.621593286118056, 0.0]"
"[212.5733184814453, 133.46438598632812, -0.005299434531480074, 22.621593286118056, 0.0]",3,"[0.8, 0.990134754110756, -0.077996826171875, 1.712137927938881]","[242.36276245117188, 133.47705078125, -0.004444370046257973, 19.80269508221512, 0.0]"
"[242.36276245117188, 133.47705078125, -0.004444370046257973, 19.80269508221512, 0.0]",0.0,"[0.8, 0.9369460743746049, -0.00897960662841797, 1.727966467746187]","[271.65966796875, 133.4914093017578, -0.004203700926154852, 18.738921487492096, 0.0]"
"[271.65966796875, 133.4914093017578, -0.004203700926154852, 18.738921487492096, 0.0]",0.0,"[0.8, 0.9272537513919187, -0.0012440681457519531, 1.7260096832461667]","[302.32977294921875, 133.5047607421875, -0.004169368650764227, 18.545075027838372, 0.0]"
"[302.32977294921875, 133.5047607421875, -0.004169368650764227, 18.545075027838372, 0.0]",0.0,"[0.8, 0.0, -0.0, 0.8]","[309.13507080078125, 133.50721740722656, -0.0045444294810295105, 0.0, 1.0]"
"[309.13507080078125, 133.50721740722656, -0.0045444294810295105, 0.0, 1.0]",3,"[0.8, 0.0, -0.0, 0.8]","[309.13507080078125, 133.50721740722656, -0.0045444294810295105, 0.0, 1.0]"
"[309.13507080078125, 133.50721740722656, -0.0045444294810295105, 0.0, 1.0]",3,"[0.8, 0.0, -0.0, 0.8]","[309.13507080078125, 133.50721740722656, -0.0045444294810295105, 0.0, 1.0]"
"[309.13507080078125, 133.50721740722656, -0.0045444294810295105, 0.0, 1.0]",3,"[0.8, 0.7338296010394765, -0.020374393463134768, 1.5134552075763419]","[325.25933837890625, 133.5406036376953, -0.004430599045008421, 14.67659202078953, 1.0]"
"[325.25933837890625, 133.5406036376953, -0.004430599045008421, 14.67659202078953, 1.0]",2,"[0.8, 1.3892221411385632, -0.0005460957065224648, 2.188676045432041]","[334.81170654296875, 155.98146057128906, -0.004563388880342245, 27.78444282277126, 0.0]"
"[334.81170654296875, 155.98146057128906, -0.004563388880342245, 27.78444282277126, 0.0]",1,"[0.8, 3.465946894481391e-05, -2.3932311705721076e-08, 0.8000346355366331]","[334.794921875, 172.30966186523438, -0.004651202820241451, 0.0006931893788962782, 1.0]"
"[334.794921875, 172.30966186523438, -0.004651202820241451, 0.0006931893788962782, 1.0]",4,"[0.8, 3.441427295476722e-08, -4.3399136302468835e-08, 0.7999999910151367]","[334.794921875, 172.30979919433594, -0.004700222052633762, 1.0925628199455251e-06, 1.0]"
"[334.794921875, 172.30979919433594, -0.004700222052633762, 1.0925628199455251e-06, 1.0]",4,"[0.8, 5.7806968924966794e-08, -1.8501480099075706e-08, 0.8000000393054889]","[334.794921875, 172.30979919433594, -0.004700222052633762, 1.1561393784993358e-06, 1.0]"
"[334.794921875, 172.30979919433594, -0.004700222052633762, 1.1561393784993358e-06, 1.0]",4,"[0.8, 5.4933719306604963e-08, -1.3861685133065295e-10, 0.8000000547951025]","[334.794921875, 172.30979919433594, -0.004700222052633762, 1.0986743861320992e-06, 1.0]"
"[334.794921875, 172.30979919433594, -0.004700222052633762, 1.0986743861320992e-06, 1.0]",4,"[0.8, 0.8250151061668923, -4.534493200480938e-06, 1.625010571673692]","[334.78857421875, 183.55279541015625, -0.004638957791030407, 16.500302123337846, 1.0]"
"[334.78857421875, 183.55279541015625, -0.004638957791030407, 16.500302123337846, 1.0]",0.0,"[0.8, 1.4274435541822457, -0.0025814056396484377, 2.2248621485425972]","[309.3613586425781, 195.1544647216797, -0.0045297048054635525, 28.54887108364491, 0.0]"
"[309.3613586425781, 195.1544647216797, -0.0045297048054635525, 28.54887108364491, 0.0]",2,"[0.8, 1.4293202772317493, -0.0031439781188964846, 2.226176299112853]","[269.6173400878906, 195.15460205078125, -0.004547481425106525, 28.58640554463498, 0.0]"
"[269.6173400878906, 195.15460205078125, -0.004547481425106525, 28.58640554463498, 0.0]",0.0,"[0.8, 1.4293188170046482, -0.0031436920166015626, 2.226175124988047]","[229.07830810546875, 195.15103149414062, -0.004547519609332085, 28.58637634009296, 0.0]"
"[229.07830810546875, 195.15103149414062, -0.004547519609332085, 28.58637634009296, 0.0]",0.0,"[0.8, 1.4321477813583825, -0.0031435012817382815, 2.2290042800766443]","[191.32131958007812, 195.14846801757812, -0.004549503326416016, 28.642955627167648, 0.0]"
"[191.32131958007812, 195.14846801757812, -0.004549503326416016, 28.642955627167648, 0.0]",0.0,"[0.8, 1.1551519890121098, -0.0021630287170410155, 1.9529889602950687]","[157.39434814453125, 195.14573669433594, -0.004529476165771484, 23.103039780242195, 0.0]"
"[157.39434814453125, 195.14573669433594, -0.004529476165771484, 23.103039780242195, 0.0]",0.0,"[0.8, 1.154902472923009, -0.005157089233398438, 1.9497453836896106]","[123.93255615234375, 195.142333984375, -0.004539089277386665, 23.09804945846018, 0.0]"
"[123.93255615234375, 195.142333984375, -0.004539089277386665, 23.09804945846018, 0.0]",2,"[0.8, 0.0, -0.0, 0.8]","[112.88970184326172, 195.14215087890625, -0.004605541005730629, 0.0, 0.0]"
"[112.88970184326172, 195.14215087890625, -0.004605541005730629, 0.0, 0.0]",3,"[0.8, 0.0, -0.0, 0.8]","[112.88970184326172, 195.14215087890625, -0.004605541005730629, 0.0, 0.0]"
"[112.88970184326172, 195.14215087890625, -0.004605541005730629, 0.0, 0.0]",3,"[0.8, 0.0, -0.0, 0.8]","[112.88970184326172, 195.14215087890625, -0.004605541005730629, 0.0, 0.0]"
"[112.88970184326172, 195.14215087890625, -0.004605541005730629, 0.0, 0.0]",3,"[0.8, 0.0, -0.0, 0.8]","[112.88970184326172, 195.14215087890625, -0.004605541005730629, 0.0, 0.0]"
"[112.88970184326172, 195.14215087890625, -0.004605541005730629, 0.0, 0.0]",3,"[0.8, 0.11967443384084116, -0.026677215099334718, 0.8929972187415065]","[112.81378936767578, 195.14205932617188, -0.005365848541259766, 2.393488676816823, 0.0]"
"[112.81378936767578, 195.14205932617188, -0.005365848541259766, 2.393488676816823, 0.0]",0.0,"[0.8, 1.1518082967854582, -0.029818916320800783, 1.9219893804646575]","[91.86392974853516, 198.57369995117188, -0.005437755491584539, 23.036165935709164, 0.0]"
"[91.86392974853516, 198.57369995117188, -0.005437755491584539, 23.036165935709164, 0.0]",4,"[0.8, 1.0888081169367618, -0.0002522844634950161, 1.8885558324732667]","[88.4045181274414, 226.405517578125, -0.004991512279957533, 21.776162338735237, 1.0]"
"[88.4045181274414, 226.405517578125, -0.004991512279957533, 21.776162338735237, 1.0]",1,"[0.8, 0.9362189277398276, -1.6881851479411125e-05, 1.7362020458883483]","[88.4102783203125, 254.82708740234375, -0.004000644665211439, 18.72437855479655, 0.0]"
"[88.4102783203125, 254.82708740234375, -0.004000644665211439, 18.72437855479655, 0.0]",0.0,"[0.8, 1.0723423589369256, -0.0002388264611363411, 1.8721035324757893]","[88.41300964355469, 282.7773132324219, -0.004412250593304634, 21.446847178738512, 0.0]"
"[88.41300964355469, 282.7773132324219, -0.004412250593304634, 21.446847178738512, 0.0]",2,"[0.8, 0.0015380818686442572, -3.3770138543332e-07, 0.8015377441672589]","[88.41696166992188, 307.1462097167969, -0.0023048589937388897, 0.03076163737288514, 0.0]"
"[88.41696166992188, 307.1462097167969, -0.0023048589937388897, 0.03076163737288514, 0.0]",3,"[0.8, 0.0, -0.0, 0.8]","[88.41696166992188, 307.1506042480469, -0.00468458142131567, 0.0, 0.0]"
"[88.41696166992188, 307.1506042480469, -0.00468458142131567, 0.0, 0.0]",3,"[0.8, 0.0, -0.0, 0.8]","[88.41696166992188, 307.1506042480469, -0.00468458142131567, 0.0, 0.0]"
"[88.41696166992188, 307.1506042480469, -0.00468458142131567, 0.0, 0.0]",3,"[0.8, 0.0, -0.0, 0.8]","[88.41696166992188, 307.1506042480469, -0.00468458142131567, 0.0, 0.0]"
"[88.41696166992188, 307.1506042480469, -0.00468458142131567, 0.0, 0.0]",3,"[0.8, 0.007907110963192947, -2.3731519468128683e-05, 0.8078833794437249]","[88.41691589355469, 307.154296875, -0.0049745747819542885, 0.15814221926385894, 0.0]"
"[88.41691589355469, 307.154296875, -0.0049745747819542885, 0.15814221926385894, 0.0]",1,"[0.8, 1.78071334133485, -6.847381591796875e-05, 2.5806448675189317]","[79.12348937988281, 326.55755615234375, -0.0049708751030266285, 35.614266826697, 0.0]"
"[79.12348937988281, 326.55755615234375, -0.0049708751030266285, 35.614266826697, 0.0]",2,"[0.8, 1.7685978594717295, -3.814697265625e-07, 2.568597478002003]","[33.43756103515625, 326.5520935058594, -0.0045520588755607605, 35.37195718943459, 0.0]"
"[33.43756103515625, 326.5520935058594, -0.0045520588755607605, 35.37195718943459, 0.0]",0.0,"[0.8, 1.7684171934533297, -0.0010299772024154664, 2.567387216250914]","[1.9366133213043213, 311.8976745605469, -0.004379939753562212, 35.36834386906659, 0.0]"
"[1.9366133213043213, 311.8976745605469, -0.004379939753562212, 35.36834386906659, 0.0]",1,"[0.8, -0.2, -6.863716989755631e-05, 0.5999313628301025]","[2.0169677734375, 231.08428955078125, -0.005477809812873602, 80.59266066046501, 0.0]"
"[2.0169677734375, 231.08428955078125, -0.005477809812873602, 80.59266066046501, 0.0]",0.0,"[0.8, 1.9667175989194918, -1.5892088413238525e-05, 2.7667017068310784]","[1.9642744064331055, 134.1044158935547, -0.00330148683860898, 39.33435197838983, 0.0]"
"[1.9642744064331055, 134.1044158935547, -0.00330148683860898, 39.33435197838983, 0.0]",3,"[0.8, 1.2723194110420564, -9.838957339525223e-07, 2.0723184271463224]","[1.9456357955932617, 97.54308319091797, -0.00454027159139514, 25.446388220841126, 0.0]"
"[1.9456357955932617, 97.54308319091797, -0.00454027159139514, 25.446388220841126, 0.0]",0.0,"[0.8, 1.273030372161732, -5.523208528757095e-06, 2.073024848953203]","[1.9498428106307983, 61.120452880859375, -0.004546565935015678, 25.46060744323464, 0.0]"
"[1.9498428106307983, 61.120452880859375, -0.004546565935015678, 25.46060744323464, 0.0]",0.0,"[0.8, 1.2730339350869366, -0.00025564730167388917, 2.0727782877852627]","[1.96435546875, 25.05159568786621, -0.004546642303466797, 25.46067870173873, 0.0]"
"[1.96435546875, 25.05159568786621, -0.004546642303466797, 25.46067870173873, 0.0]",2,"[0.8, 1.2761785408102906, -0.0012914657592773438, 2.0748870750510133]","[18.196945190429688, 1.9660439491271973, -0.004576091654598713, 25.5468298900841, 0.0]"
"[18.196945190429688, 1.9660439491271973, -0.004576091654598713, 25.5468298900841, 0.0]",1,"[0.8, 1.2667115536110969, -0.004650402069091797, 2.062061151542005]","[54.97112274169922, 1.9651464223861694, -0.004521465394645929, 25.334231072221936, 0.0]"
"[54.97112274169922, 1.9651464223861694, -0.004521465394645929, 25.334231072221936, 0.0]",2,"[0.8, 5.315525725527729e-07, -3.0652158784505444e-08, 0.8000005009004139]","[68.53460693359375, 1.9610248804092407, -0.004700412508100271, 1.0631051451055458e-05, 0.0]"
"[68.53460693359375, 1.9610248804092407, -0.004700412508100271, 1.0631051451055458e-05, 0.0]",5,"[0.8, 5.750656633179047e-07, -5.456288754146499e-11, 0.8000005750111004]","[68.53460693359375, 1.9610248804092407, -0.004700412508100271, 1.1501313266358092e-05, 0.0]"
"[68.53460693359375, 1.9610248804092407, -0.004700412508100271, 1.1501313266358092e-05, 0.0]",5,"[0.8, 4.669292126354094e-07, -4.1678394069322167e-10, 0.8000004665124287]","[68.53460693359375, 1.9610248804092407, -0.004700412508100271, 9.613175771327126e-06, 0.0]"
"[68.53460693359375, 1.9610248804092407, -0.004700412508100271, 9.613175771327126e-06, 0.0]",5,"[0.8, 7.759094594250791e-07, -4.767147743223177e-09, 0.8000007711423117]","[68.53460693359375, 1.9610248804092407, -0.004700412508100271, 1.551818918850158e-05, 0.0]"
"[68.53460693359375, 1.9610248804092407, -0.004700412508100271, 1.551818918850158e-05, 0.0]",5,"[0.8, 0.6182273012355641, -0.05908050537109375, 1.3591467958644703]","[69.93697357177734, 1.9604449272155762, -0.006464557722210884, 12.364546024711283, 0.0]"
"[69.93697357177734, 1.9604449272155762, -0.006464557722210884, 12.364546024711283, 0.0]",2,"[0.8, 1.9615831475606225, -0.026833343505859374, 2.734749804054763]","[108.38495635986328, 1.949929118156433, -0.00403036130592227, 39.23166295121245, 0.0]"
"[108.38495635986328, 1.949929118156433, -0.00403036130592227, 39.23166295121245, 0.0]",1.0,"[0.8, 0.7678652021371423, -0.002166271209716797, 1.5656989309274256]","[144.51417541503906, 1.9544429779052734, -0.00450551975518465, 15.357304042742845, 0.0]"
"[144.51417541503906, 1.9544429779052734, -0.00450551975518465, 15.357304042742845, 0.0]",1.0,"[0.8, 2.0693914628917747, -0.001812744140625, 2.86757871875115]","[194.9509735107422, 1.9600526094436646, -0.004555721301585436, 41.38782925783549, 0.0]"
"[194.9509735107422, 1.9600526094436646, -0.004555721301585436, 41.38782925783549, 0.0]",0.0,"[0.8, 1.146929337583663, -0.08371562957763672, 1.8632137080060263]","[253.33450317382812, 1.965985655784607, -0.0020928001031279564, 22.938586751673256, 0.0]"
"[253.33450317382812, 1.965985655784607, -0.0020928001031279564, 22.938586751673256, 0.0]",5,"[0.8, 0.8118719751221253, -0.0001312255859375, 1.611740749536188]","[275.9171142578125, 1.9684875011444092, -0.004703311715275049, 16.237439502442506, 0.0]"
"[275.9171142578125, 1.9684875011444092, -0.004703311715275049, 16.237439502442506, 0.0]",0.0,"[0.8, 0.8119171482847364, -3.814697265625e-07, 1.6119167668150098]","[299.8196105957031, 1.9746394157409668, -0.004703083075582981, 16.238342965694727, 0.0]"
"[299.8196105957031, 1.9746394157409668, -0.004703083075582981, 16.238342965694727, 0.0]",0.0,"[0.8, 7.701389311074907e-06, -1.5825331502128393e-06, 0.8000061188561609]","[315.2141418457031, 1.9823423624038696, -0.00468942616134882, 0.00015402778622149814, 0.0]"
"[315.2141418457031, 1.9823423624038696, -0.00468942616134882, 0.00015402778622149814, 0.0]",4,"[0.8, 6.885218594631982e-09, -1.9860316058384342e-10, 0.8000000066866155]","[315.2142028808594, 1.9823423624038696, -0.004700031131505966, 1.3770437189263963e-07, 0.0]"
"[315.2142028808594, 1.9823423624038696, -0.004700031131505966, 1.3770437189263963e-07, 0.0]",4,"[0.8, 0.0008042334879407542, -0.00017573386430740358, 0.8006284996236334]","[321.0106201171875, 1.9868905544281006, -0.0035418891347944736, 0.016084669758815083, 0.0]"
"[321.0106201171875, 1.9868905544281006, -0.0035418891347944736, 0.016084669758815083, 0.0]",3,"[0.8, 0.8165517334951181, -0.041457176208496094, 1.5750945572866222]","[331.2978820800781, 3.071434259414673, -0.004765224177390337, 16.331034669902362, 0.0]"
"[331.2978820800781, 3.071434259414673, -0.004765224177390337, 16.331034669902362, 0.0]",2.0,"[0.8, 0.8826701341408344, -2.1085096523165703e-05, 1.6826490490443113]","[334.88629150390625, 25.76560401916504, -0.003888149280101061, 17.653402682816687, 0.0]"
"[334.88629150390625, 25.76560401916504, -0.003888149280101061, 17.653402682816687, 0.0]",0.0,"[0.8, 4.1220544761398677e-07, -1.980615479624248e-08, 0.8000003923992929]","[334.878662109375, 36.753318786621094, -0.004700031131505966, 8.244108952279735e-06, 0.0]"
"[334.878662109375, 36.753318786621094, -0.004700031131505966, 8.244108952279735e-06, 0.0]",4,"[0.8, 4.858734629494131e-08, -7.698723436533329e-10, 0.800000047817474]","[334.878662109375, 36.753318786621094, -0.004700031131505966, 9.71746925898826e-07, 0.0]"
"[334.878662109375, 36.753318786621094, -0.004700031131505966, 9.71746925898826e-07, 0.0]",4,"[0.8, 9.614004307547266e-08, -2.6431916921865197e-09, 0.8000000934968514]","[334.878662109375, 36.753318786621094, -0.004700031131505966, 1.922800861509453e-06, 0.0]"
"[334.878662109375, 36.753318786621094, -0.004700031131505966, 1.922800861509453e-06, 0.0]",4,"[0.8, 4.1202321826354657e-08, -4.5602138953881877e-10, 0.8000000407463005]","[334.878662109375, 36.753318786621094, -0.004700031131505966, 8.240464365270931e-07, 0.0]"
"[334.878662109375, 36.753318786621094, -0.004700031131505966, 8.240464365270931e-07, 0.0]",4,"[0.8, 4.806553744391465e-08, -4.2162455748950835e-11, 0.800000048023375]","[334.878662109375, 36.753318786621094, -0.004700031131505966, 9.61310748878293e-07, 0.0]"
"[334.878662109375, 36.753318786621094, -0.004700031131505966, 9.61310748878293e-07, 0.0]",4,"[0.8, 1.7166224632836435e-08, -3.212721821910236e-10, 0.8000000168449525]","[334.878662109375, 36.753318786621094, -0.004700031131505966, 3.433244926567287e-07, 0.0]"
"[334.878662109375, 36.753318786621094, -0.004700031131505966, 3.433244926567287e-07, 0.0]",4,"[0.8, 0.9554758165966089, -0.010675787925720215, 1.7448000286708887]","[334.6918029785156, 48.499515533447266, -0.005154857411980629, 19.109516331932177, 0.0]"
"[334.6918029785156, 48.499515533447266, -0.005154857411980629, 19.109516331932177, 0.0]",2,"[0.8, 1.559715443520928, -3.4141540527343754e-05, 2.359681301980401]","[295.1998596191406, 55.474998474121094, -0.004552326165139675, 31.194308870418556, 0.0]"
"[295.1998596191406, 55.474998474121094, -0.004552326165139675, 31.194308870418556, 0.0]",0.0,"[0.8, 1.5594288029617411, -6.4849853515625e-06, 2.3594223179763896]","[252.31321716308594, 55.48051452636719, -0.004549617879092693, 31.18857605923482, 0.0]"
"[252.31321716308594, 55.48051452636719, -0.004549617879092693, 31.18857605923482, 0.0]",0.0,"[0.8, 1.5594280841313033, -4.9591064453125e-06, 2.359423125024858]","[208.12649536132812, 55.486000061035156, -0.004549579694867134, 31.188561682626066, 0.0]"
"[208.12649536132812, 55.486000061035156, -0.004549579694867134, 31.188561682626066, 0.0]",1,"[0.8, 0.00018397380726349597, -5.254377610981465e-05, 0.8001314300311537]","[178.3225555419922, 55.4860725402832, -0.004450244829058647, 0.003679476145269919, 0.0]"
"[178.3225555419922, 55.4860725402832, -0.004450244829058647, 0.003679476145269919, 0.0]",5,"[0.8, 5.8365583150863904e-08, -9.100791089622362e-09, 0.8000000492647921]","[178.32191467285156, 55.48606491088867, -0.004700107499957085, 1.167311663017278e-06, 0.0]"
"[178.32191467285156, 55.48606491088867, -0.004700107499957085, 1.167311663017278e-06, 0.0]",5,"[0.8, 3.948225651906527e-08, -1.6199548369399964e-10, 0.8000000393202611]","[178.32191467285156, 55.48606491088867, -0.004700107499957085, 7.896451303813054e-07, 0.0]"
"[178.32191467285156, 55.48606491088867, -0.004700107499957085, 7.896451303813054e-07, 0.0]",5,"[0.8, 1.5004475341908204e-07, -5.488587362378894e-11, 0.8000001499898676]","[178.32191467285156, 55.48606491088867, -0.004700107499957085, 3.0008950683816407e-06, 0.0]"
"[178.32191467285156, 55.48606491088867, -0.004700107499957085, 3.0008950683816407e-06, 0.0]",5,"[0.8, 1.1679704791149441e-07, -2.753582251102671e-10, 0.8000001165216898]","[178.32191467285156, 55.48606491088867, -0.004700107499957085, 2.335940958229888e-06, 0.0]"
"[178.32191467285156, 55.48606491088867, -0.004700107499957085, 2.335940958229888e-06, 0.0]",5,"[0.8, 0.7389151145057626, -0.004257965087890625, 1.534657149417872]","[166.6571044921875, 55.41806411743164, -0.004458446521311998, 14.778302290115251, 0.0]"
"[166.6571044921875, 55.41806411743164, -0.004458446521311998, 14.778302290115251, 0.0]",2,"[0.8, 0.002011224426361293, -0.00013767460361123086, 0.80187354982275]","[158.0540313720703, 21.362506866455078, 0.0002952384820673615, 0.040224488527225856, 0.0]"
"[158.0540313720703, 21.362506866455078, 0.0002952384820673615, 0.040224488527225856, 0.0]",5,"[0.8, 6.866800716190082e-08, -2.774133811556112e-10, 0.8000000683905938]","[158.05404663085938, 21.3535099029541, -0.004700603429228067, 8.92682342247077e-07, 0.0]"
"[158.05404663085938, 21.3535099029541, -0.004700603429228067, 8.92682342247077e-07, 0.0]",5,"[0.8, 0.9638183163804594, -0.007559466361999512, 1.75625885001846]","[158.45455932617188, 8.581979751586914, -0.0053885458037257195, 19.27636632760919, 0.0]"
"[158.45455932617188, 8.581979751586914, -0.0053885458037257195, 19.27636632760919, 0.0]",2,"[0.8, 1.9266380384941095, -6.2942504882812505e-06, 2.726631744243621]","[202.72064208984375, 1.9610471725463867, -0.004554157145321369, 38.53276076988219, 0.0]"
"[202.72064208984375, 1.9610471725463867, -0.004554157145321369, 38.53276076988219, 0.0]",1,"[0.8, 1.358808288889414, -0.0010498046875, 2.157758484201914]","[251.72398376464844, 1.9653637409210205, -0.0044170948676764965, 27.176165777788277, 0.0]"
"[251.72398376464844, 1.9653637409210205, -0.0044170948676764965, 27.176165777788277, 0.0]",2,"[0.8, 1.3733839698614692, -1.1348724365234375e-05, 2.173372621137104]","[292.9252014160156, 1.9722437858581543, -0.004547557793557644, 27.467679397229382, 0.0]"
"[292.9252014160156, 1.9722437858581543, -0.004547557793557644, 27.467679397229382, 0.0]",0.0,"[0.8, 3.2322895107273445e-06, -6.239752110559494e-08, 0.8000031698919897]","[314.95458984375, 1.9867281913757324, -0.0046951863914728165, 6.464579021454689e-05, 0.0]"
"[314.95458984375, 1.9867281913757324, -0.0046951863914728165, 6.464579021454689e-05, 0.0]",5,"[0.8, 5.778377255564126e-08, -2.5526123437202844e-10, 0.8000000575285113]","[314.95458984375, 1.9867284297943115, -0.004700107499957085, 1.1556754511128252e-06, 0.0]"
"[314.95458984375, 1.9867284297943115, -0.004700107499957085, 1.1556754511128252e-06, 0.0]",5,"[0.8, 1.3410010234903376, -0.01494722366333008, 2.1260537998270075]","[334.3724060058594, 1.9928690195083618, -0.004547710530459881, 26.82002046980675, 0.0]"
"[334.3724060058594, 1.9928690195083618, -0.004547710530459881, 26.82002046980675, 0.0]",0.0,"[0.8, 1.3748727893765194, -0.003211784362792969, 2.1716610050137266]","[374.79156494140625, 2.0148138999938965, -0.004548740107566118, 27.497455787530384, 0.0]"
"[374.79156494140625, 2.0148138999938965, -0.004548740107566118, 27.497455787530384, 0.0]",1,"[0.8, 1.3710963044303206, -3.807693719863892e-05, 2.171058227493122]","[392.3670349121094, 26.494953155517578, -0.004538974724709988, 27.42192608860641, 0.0]"
"[392.3670349121094, 26.494953155517578, -0.004538974724709988, 27.42192608860641, 0.0]",1,"[0.8, -0.2, -0.0003039110451936722, 0.5996960889548064]","[392.2887878417969, 88.07923889160156, -0.005722369998693466, 70.57994852763728, 0.0]"
"[392.2887878417969, 88.07923889160156, -0.005722369998693466, 70.57994852763728, 0.0]",1,"[0.8, -0.2, -2.1199323236942293e-05, 0.5999788006767631]","[392.3133544921875, 209.7678985595703, -0.0044415853917598724, 102.50370821847443, 0.0]"
