state,action,reward,next state
[30],0,"[0.8, 4.1220544761398677e-07, -1.980615479624248e-08, 0.8000003923992929]",[30]
[30],6,"[0.8, 4.858734629494131e-08, -7.698723436533329e-10, 0.800000047817474]",[30]
[30],6,"[0.8, 9.614004307547266e-08, -2.6431916921865197e-09, 0.8000000934968514]",[30]
[30],6,"[0.8, 4.1202321826354657e-08, -4.5602138953881877e-10, 0.8000000407463005]",[30]
[30],6,"[0.8, 4.806553744391465e-08, -4.2162455748950835e-11, 0.800000048023375]",[30]
[30],6,"[0.8, 1.7166224632836435e-08, -3.212721821910236e-10, 0.8000000168449525]",[30]
[30],6,"[0.8, 0.9554758165966089, -0.010675787925720215, 1.7448000286708887]",[39]
[39],4,"[0.8, 1.559715443520928, -3.4141540527343754e-05, 2.359681301980401]",[37]
[37],0,"[0.8, 1.5594288029617411, -6.4849853515625e-06, 2.3594223179763896]",[37]
[37],0,"[0.8, 1.5594280841313033, -4.9591064453125e-06, 2.359423125024858]",[46]
[46],3,"[0.8, 0.00018397380726349597, -5.254377610981465e-05, 0.8001314300311537]",[10]
[10],7,"[0.8, 5.8365583150863904e-08, -9.100791089622362e-09, 0.8000000492647921]",[10]
[10],7,"[0.8, 3.948225651906527e-08, -1.6199548369399964e-10, 0.8000000393202611]",[10]
[10],7,"[0.8, 1.5004475341908204e-07, -5.488587362378894e-11, 0.8000001499898676]",[10]
[10],7,"[0.8, 1.1679704791149441e-07, -2.753582251102671e-10, 0.8000001165216898]",[10]
[10],7,"[0.8, 0.7389151145057626, -0.004257965087890625, 1.534657149417872]",[10]
[10],4,"[0.8, 0.002011224426361293, -0.00013767460361123086, 0.80187354982275]",[26]
[26],7,"[0.8, 6.866800716190082e-08, -2.774133811556112e-10, 0.8000000683905938]",[26]
[26],7,"[0.8, 0.9638183163804594, -0.007559466361999512, 1.75625885001846]",[42]
[42],4,"[0.8, 1.9266380384941095, -6.2942504882812505e-06, 2.726631744243621]",[42]
[42],3,"[0.8, 1.358808288889414, -0.0010498046875, 2.157758484201914]",[37]
[37],4,"[0.8, 1.3733839698614692, -1.1348724365234375e-05, 2.173372621137104]",[30]
[30],0,"[0.8, 3.2322895107273445e-06, -6.239752110559494e-08, 0.8000031698919897]",[30]
[30],7,"[0.8, 5.778377255564126e-08, -2.5526123437202844e-10, 0.8000000575285113]",[30]
[30],7,"[0.8, 1.3410010234903376, -0.01494722366333008, 2.1260537998270075]",[30]
[30],0,"[0.8, 1.3748727893765194, -0.003211784362792969, 2.1716610050137266]",[22]
[22],3,"[0.8, 1.3710963044303206, -3.807693719863892e-05, 2.171058227493122]",[22]
[22],3,"[0.8, -0.2, -0.0003039110451936722, 0.5996960889548064]",[39]
[39],3,"[0.8, -0.2, -2.1199323236942293e-05, 0.5999788006767631]",[4]
[4],5,"[0.8, 2.153024195733762, -9.833648800849916e-06, 2.9530143620849607]",[38]
[38],0,"[0.8, 1.4334632108126346, -0.023827838897705077, 2.2096353719149295]",[38]
[38],3,"[0.8, 9.67958767815788e-08, -1.6306557881762273e-09, 0.8000000951652211]",[1]
[1],6,"[0.8, 1.9054413436206172e-07, -5.364982236244487e-11, 0.8000001904904845]",[1]
[1],6,"[0.8, 1.5778512417007453, -0.05254306793212891, 2.3253081737686165]",[11]
[11],4,"[0.8, 1.4050761505469431, -1.0461919009685516e-05, 2.2050656886279336]",[25]
[25],0,"[0.8, 1.4018769004968867, -0.0002586299553513527, 2.2016182705415357]",[33]
[33],3,"[0.8, 0.0, -0.0, 0.8]",[33]
[33],5,"[0.8, 0.0, -0.0, 0.8]",[33]
[33],5,"[0.8, 0.1437272375497924, -5.944100208580494e-05, 0.9436677965477067]",[33]
[33],3,"[0.8, 1.4152411624079908, -0.019013404846191406, 2.1962277575617994]",[4]
[4],3,"[0.8, 1.4020470467759998, -9.918212890625e-06, 2.2020371285631093]",[24]
[24],3,"[0.8, 1.2227254488924473, -0.0031289100646972657, 2.0195965388277504]",[18]
[18],0,"[0.8, 1.2156124987524008, -9.34600830078125e-06, 2.0156031527441]",[2]
[2],3,"[0.8, 1.2156225166574348, -1.0395050048828125e-05, 2.0156121216073863]",[21]
[21],3,"[0.8, 1.2156324996151935, -1.201629638671875e-05, 2.0156204833188065]",[17]
[17],3,"[0.8, 1.095351080816163, -0.008371925354003907, 1.886979155462159]",[27]
[27],3,"[0.8, 1.2144807088524732, -0.06454272270202636, 1.949937986150447]",[14]
[14],4,"[0.8, 1.04317272657057, -2.4405308067798616e-07, 1.8431724825174893]",[32]
[32],0,"[0.8, 0.0, -0.0, 0.8]",[36]
[36],5,"[0.8, 0.0, -0.0, 0.8]",[36]
[36],5,"[0.8, 0.9614540520886896, -1.4817132614552974e-05, 1.7614392349560752]",[32]
[32],0,"[0.8, 2.069040248162896, -0.0002857246994972229, 2.868754523463399]",[19]
[19],3,"[0.8, 0.0, -7.915676178527065e-08, 0.7999999208432382]",[20]
[20],5,"[0.8, 0.0, -0.0, 0.8]",[20]
[20],5,"[0.8, 0.0, -0.0, 0.8]",[20]
[20],5,"[0.8, 0.0, -0.0, 0.8]",[20]
[20],5,"[0.8, 0.0, -0.0, 0.8]",[20]
[20],5,"[0.8, 0.0, -0.0, 0.8]",[20]
[20],5,"[0.8, 0.0, -0.0, 0.8]",[20]
[20],5,"[0.8, 0.7682776168582555, -6.223272066563368e-07, 1.5682769945310489]",[40]
[40],0,"[0.8, 0.9417464637643426, -0.04597053527832031, 1.6957759284860223]",[40]
[40],4,"[0.8, 0.8528943333271422, -0.0013044357299804687, 1.6515898975971617]",[16]
[16],4,"[0.8, 2.760091838938301e-08, -4.895033711704855e-10, 0.800000027111415]",[16]
[16],6,"[0.8, 6.182474416493047e-08, -7.247806799171031e-11, 0.8000000617522661]",[16]
[16],6,"[0.8, 2.575793155398994e-08, -4.531743869051752e-10, 0.8000000253047572]",[16]
[16],6,"[0.8, 0.9669394970512905, -0.038758373260498045, 1.7281811237907925]",[16]
[16],0,"[0.8, 2.040662906863482, -0.0018848419189453126, 2.8387780649445364]",[46]
[46],0,"[0.8, 2.0406627372618433, -0.0018848419189453126, 2.838777895342898]",[37]
[37],0,"[0.8, 1.182983446049559, -0.006772613525390625, 1.9762108325241683]",[41]
[41],0,"[0.8, 0.0, -0.0, 0.8]",[41]
[41],5,"[0.8, 0.0, -0.0, 0.8]",[41]
[41],5,"[0.8, 1.5821427978459894, -0.004211044311523438, 2.377931753534466]",[39]
[39],3,"[0.8, 0.9989410100665902, -8.282172493636609e-05, 1.798858188341654]",[30]
[30],0,"[0.8, 2.0865714528962465, -0.00037631988525390627, 2.8861951330109923]",[22]
[22],3,"[0.8, 2.0768453727417446, -0.00246676504611969, 2.8743786076956246]",[22]
[22],3,"[0.8, -0.2, -0.00041421473026275634, 0.5995857852697373]",[39]
[39],3,"[0.8, -0.2, -2.9976200312376023e-05, 0.5999700237996877]",[4]
[4],0,"[0.8, 1.944384811523287, -2.3319199681282043e-05, 2.7443614923236055]",[38]
[38],5,"[0.8, 1.303939537793303, -0.000305938720703125, 2.1036335990726]",[38]
[38],4,"[0.8, 0.0, -0.0, 0.8]",[1]
[1],5,"[0.8, 0.0, -0.0, 0.8]",[1]
[1],5,"[0.8, 0.0, -0.0, 0.8]",[1]
[1],5,"[0.8, 0.0, -0.0, 0.8]",[1]
[1],5,"[0.8, 0.0, -0.0, 0.8]",[1]
[1],5,"[0.8, 0.0, -0.0, 0.8]",[1]
[1],5,"[0.8, 0.0, -0.0, 0.8]",[1]
[1],5,"[0.8, 0.7543579872360198, -0.00982060432434082, 1.5445373829116789]",[1]
[1],4,"[0.8, 0.7686484482885075, -5.1736878231167796e-05, 1.5685967114102763]",[11]
[11],4,"[0.8, 0.7689901670510765, -1.1832453310489654e-07, 1.5689900487265436]",[25]
[25],0,"[0.8, 0.9287573179443994, -2.4059787392616273e-06, 1.7287549119656602]",[25]
[25],0,"[0.8, 1.057496656275154, -1.0363105684518815e-05, 1.8574862931694696]",[33]
[33],5,"[0.8, 0.7964969461732898, -0.0001848522946238518, 1.596312093878666]",[33]
[33],3,"[0.8, 0.9734771589589656, -3.709690645337105e-06, 1.7734734492683204]",[4]
[4],0,"[0.8, 0.8550773190251448, -3.1074322760105136e-05, 1.6550462447023848]",[29]
[29],0,"[0.8, 1.0638630776778891e-07, -1.905187900774763e-08, 0.8000000873344288]",[29]
[29],7,"[0.8, 1.1852437309976574e-07, -8.431289444388313e-10, 0.8000001176812442]",[29]
[29],7,"[0.8, 9.290953276129468e-08, -2.5475219445070254e-09, 0.8000000903620108]",[29]
[29],7,"[0.8, 7.930582816322604e-08, -6.920544137756225e-11, 0.8000000792366228]",[29]
[29],7,"[0.8, 0.0, -4.478456503420602e-09, 0.7999999955215435]",[29]
[29],7,"[0.8, 1.2048950886666133e-08, -2.176442194468109e-08, 0.799999990284529]",[29]
[29],7,"[0.8, 0.9558924116024345, -0.0031519055366516116, 1.752740506065783]",[29]
[29],3,"[0.8, 1.7685675464341157, -4.1961669921875e-06, 2.568563350267124]",[35]
[35],0,"[0.8, 1.7685710614825059, -3.6239624023437503e-06, 2.5685674375201035]",[9]
[9],4,"[0.8, 1.7980854256265695, -5.950927734375e-05, 2.5980259163492256]",[13]
[13],0,"[0.8, 1.797327285842438, -5.53131103515625e-06, 2.5973217545314027]",[6]
[6],3,"[0.8, 1.2670232065152867e-05, -2.0017308997921645e-06, 0.8000106685011654]",[8]
[8],6,"[0.8, 1.3955940975424932, -0.043874359130859374, 2.151719738411634]",[19]
[19],3,"[0.8, 1.170474005875049, -4.857410676777363e-05, 1.9704254317682812]",[7]
[7],0,"[0.8, 0.0, -1.859855501606944e-08, 0.799999981401445]",[36]
[36],7,"[0.8, 1.7712560465045586, -0.027071380615234376, 2.5441846658893246]",[14]
[14],3,"[0.8, 0.94378665505806, -0.007067394256591797, 1.7367192608014683]",[17]
[17],3,"[0.8, 0.8772632905310866, -0.031035327911376955, 1.6462279626197098]",[21]
[21],0,"[0.8, 0.8828457547006319, -0.04644842147827149, 1.6363973332223605]",[21]
[21],0,"[0.8, 1.0250146457704064, -0.029628753662109375, 1.795385892108297]",[2]
[2],5,"[0.8, 0.934165212123181, -0.008771610260009766, 1.7253936018631713]",[18]
[18],4,"[0.8, 0.9428416227503089, -0.014431095123291016, 1.7284105276270179]",[18]
[18],3,"[0.8, 0.9244631318757544, -0.010518836975097657, 1.7139442949006567]",[24]
[24],0,"[0.8, 0.0, -0.0, 0.8]",[45]
[45],5,"[0.8, 0.0, -0.0, 0.8]",[45]
[45],5,"[0.8, 0.0, -0.0, 0.8]",[45]
[45],5,"[0.8, 0.0, -0.0, 0.8]",[45]
[45],5,"[0.8, 0.0, -0.0, 0.8]",[45]
[45],5,"[0.8, 0.0, -0.0, 0.8]",[45]
[45],5,"[0.8, 0.9131309961121175, -0.02034444808959961, 1.692786548022518]",[4]
[4],5,"[0.8, 1.4032112504866716, -6.230175495147705e-05, 2.2031489487317204]",[4]
[4],3,"[0.8, 1.4104005816061489e-07, -2.4633573048049586e-09, 0.8000001385767009]",[29]
[29],6,"[0.8, 0.7659751907547073, -0.0001105673611164093, 1.565864623393591]",[29]
[29],3,"[0.8, 1.6822806481046915, -7.82012939453125e-06, 2.4822728279752972]",[35]
[35],0,"[0.8, 1.6822811424625734, -6.4849853515625e-06, 2.482274657477222]",[9]
[9],0,"[0.8, 1.6822743876300028, -8.0108642578125e-06, 2.482266376765745]",[13]
[13],0,"[0.8, 0.3230103288231861, -0.009354209899902344, 1.1136561189232839]",[6]
[6],4,"[0.8, 1.5147410515176971, -0.005603218078613282, 2.3091378334390837]",[6]
[6],3,"[0.8, 1.2770057245623538, -0.045471572875976564, 2.0315341516863774]",[19]
[19],3,"[0.8, 1.1807254220701082, -3.912192769348621e-05, 1.9806863001424149]",[7]
[7],0,"[0.8, 1.5539429328971518e-07, -4.678932441493089e-09, 0.8000001507153609]",[36]
[36],7,"[0.8, 1.641108082653621, -0.10018253326416016, 2.340925549389461]",[14]
[14],3,"[0.8, 1.9840950143199578, -1.9073486328125e-07, 2.784094823585095]",[17]
[17],0,"[0.8, 1.984095531938682, -3.814697265625e-07, 2.7840951504689553]",[21]
[21],0,"[0.8, 1.3439351178892291, -0.0017502784729003906, 2.1421848394163288]",[18]
[18],4,"[0.8, 1.3447168790640025, -1.8596649169921875e-05, 2.144698282414833]",[24]
[24],4,"[0.8, 5.197625035131872e-06, -1.3226483133621513e-06, 0.8000038749767218]",[45]
[45],6,"[0.8, 0.7572838215909261, -0.05233497619628907, 1.5049488453946371]",[4]
[4],4,"[0.8, 1.343396300100101, -0.0006876289844512939, 2.14270867111565]",[4]
[4],3,"[0.8, 0.0004433745414542472, -2.5595581973902883e-07, 0.8004431185856345]",[49]
[49],5,"[0.8, 0.7666506499298007, -1.4682114124298097e-05, 1.5666359678156765]",[29]
[29],3,"[0.8, 1.2285344468947519, -0.0002711296081542969, 2.028263317286598]",[35]
[35],4,"[0.8, 1.229985874247702, -5.14984130859375e-06, 2.0299807244063937]",[35]
[35],3,"[0.8, 1.0813985866312186, -0.0365509033203125, 1.8448476833109062]",[9]
[9],5,"[0.8, 1.2265781404029106, -0.003886985778808594, 2.022691154624102]",[13]
[13],0,"[0.8, 1.2285086725480614, -0.0034261703491210937, 2.0250825021989405]",[13]
[13],0,"[0.8, 1.231594029274693, -0.003427696228027344, 2.0281663330466655]",[6]
[6],0,"[0.8, 0.0, -0.0, 0.8]",[8]
[8],5,"[0.8, 0.0, -0.0, 0.8]",[8]
[8],5,"[0.8, 0.0, -0.0, 0.8]",[8]
[8],5,"[0.8, 0.0, -0.0, 0.8]",[8]
[8],5,"[0.8, 0.0, -0.0, 0.8]",[8]
[8],5,"[0.8, 0.0, -0.0, 0.8]",[8]
[8],5,"[0.8, 0.0, -0.0, 0.8]",[8]
[8],5,"[0.8, 0.7816421807885807, -0.008833885192871094, 1.5728082955957097]",[19]
[19],4,"[0.8, 1.4344107719825587, -2.1889060735702515e-05, 2.234388882921823]",[7]
[7],0,"[0.8, 1.0565088175517176e-07, -3.0120868359517774e-08, 0.8000000755300134]",[36]
[36],6,"[0.8, 1.3404908707607244, -0.05188531875610352, 2.088605552004621]",[14]
[14],3,"[0.8, 1.826094074289526, -3.814697265625e-07, 2.6260936928197998]",[17]
[17],0,"[0.8, 1.8260940786333995, -3.814697265625e-07, 2.626093697163673]",[21]
[21],3,"[0.8, 1.8260941308268226, -0.0, 2.6260941308268224]",[18]
[18],3,"[0.8, 1.8016361100493279, -0.012419891357421876, 2.589216218691906]",[24]
[24],0,"[0.8, 4.05397954650874e-06, -1.0058272891910747e-06, 0.8000030481522573]",[45]
[45],6,"[0.8, 1.5146095570992761, -0.02369937896728516, 2.290910178131991]",[4]
[4],3,"[0.8, 1.1311713798220837, -0.00020143454894423486, 1.9309699452731395]",[29]
[29],4,"[0.8, 3.6074772501375164e-08, -1.039862809193437e-09, 0.8000000350349097]",[29]
[29],6,"[0.8, 1.1636548831970663, -0.012857294082641602, 1.9507975891144247]",[29]
[29],3,"[0.8, 2.1132286623775873, -2.288818359375e-06, 2.913226373559228]",[35]
[35],0,"[0.8, 2.1132267351366147, -3.24249267578125e-06, 2.9132234926439393]",[9]
[9],4,"[0.8, 1.3332860843729533, -0.0035430908203125003, 2.129742993552641]",[13]
[13],4,"[0.8, 1.3289759790855427, -0.0032899856567382814, 2.1256859934288044]",[6]
[6],0,"[0.8, 0.00041902462088072123, -0.00011410512961447239, 0.8003049194912663]",[8]
[8],5,"[0.8, 1.3367815234420166, -0.032134628295898436, 2.104646895146118]",[19]
[19],3,"[0.8, 1.1382403364996352, -0.0001578127034008503, 1.9380825237962345]",[7]
[7],3,"[0.8, 0.00015615163887426942, -4.0415366129309405e-08, 0.8001561112235082]",[36]
[36],0,"[0.8, 1.3324296776560423, -0.00556182861328125, 2.1268678490427613]",[14]
[14],3,"[0.8, 1.3462644283977074, -0.0032624244689941407, 2.1430020039287134]",[17]
[17],0,"[0.8, 1.3433188619525191, -0.0032692909240722655, 2.140049571028447]",[21]
[21],0,"[0.8, 1.343318951500003, -0.0032692909240722655, 2.1400496605759307]",[2]
[2],0,"[0.8, 1.3462612259947335, -0.0032695770263671876, 2.1429916489683665]",[18]
[18],0,"[0.8, 1.3462612297183993, -0.0032692909240722655, 2.142991938794327]",[24]
[24],0,"[0.8, 1.316748729181328, -0.06017770767211914, 2.056571021509209]",[4]
[4],3,"[0.8, 1.152343860515735, -0.00026628468185663223, 1.9520775758338784]",[29]
[29],6,"[0.8, 0.8035139410728285, -0.00014952644705772402, 1.6033644146257708]",[29]
[29],3,"[0.8, 1.1262084985816718, -0.002716827392578125, 1.9234916711890937]",[35]
[35],3,"[0.8, 1.1279134530612394, -0.0035556793212890626, 1.9243577737399504]",[35]
[35],0,"[0.8, 1.1310980298685318, -0.0035605430603027344, 1.9275374868082291]",[9]
[9],0,"[0.8, 1.1310982232017823, -0.003560733795166016, 1.9275374894066164]",[13]
[13],4,"[0.8, 1.1278935465015232, -0.003560447692871094, 1.9243330988086522]",[13]
[13],0,"[0.8, 0.7838608489261514, -0.04326009750366211, 1.5406007514224893]",[6]
[6],0,"[0.8, 0.8741712225898053, -0.031781673431396484, 1.6423895491584088]",[6]
[6],0,"[0.8, 0.0, -0.00014484255574643613, 0.7998551574442536]",[8]
[8],5,"[0.8, 0.0, -0.0, 0.8]",[8]
[8],5,"[0.8, 0.0, -0.0, 0.8]",[8]
[8],5,"[0.8, 0.0, -0.0, 0.8]",[8]
[8],5,"[0.8, 0.0, -0.0, 0.8]",[8]
[8],5,"[0.8, 0.0, -0.0, 0.8]",[8]
[8],5,"[0.8, 0.0, -0.0, 0.8]",[8]
[8],5,"[0.8, 1.1840529296312365, -0.07795901298522949, 1.9060939166460071]",[19]
[19],2,"[0.8, 1.1371795463601808, -0.00011359451338648797, 1.9370659518467943]",[40]
[40],3,"[0.8, 3.2474466216325205e-07, -1.4746889291927802e-08, 0.8000003099977729]",[20]
[20],6,"[0.8, 2.930925192409149e-08, -4.4690918912237974e-08, 0.7999999846183331]",[20]
[20],6,"[0.8, 1.85414740346874e-07, -2.1910320811002748e-08, 0.8000001635044196]",[20]
[20],6,"[0.8, 5.549439433109021e-08, -1.6096269064291846e-08, 0.8000000393981254]",[20]
[20],3,"[0.8, 1.7698783373548825, -0.05007572174072266, 2.51980261561416]",[40]
[40],4,"[0.8, 0.000519794244853315, -0.00013838917948305607, 0.8003814050653703]",[16]
[16],7,"[0.8, 1.3046279421084383e-07, -9.076317475376072e-11, 0.8000001303720311]",[16]
[16],7,"[0.8, 1.0986379789715926e-07, -1.6371096478451364e-10, 0.800000109700087]",[16]
[16],7,"[0.8, 3.091926590738257e-08, -1.6371652478142097e-10, 0.8000000307555494]",[16]
[16],7,"[0.8, 0.15667011056982916, -0.04065679550170898, 0.9160133150681202]",[16]
[16],4,"[0.8, 1.6946729021148739, -0.003447151184082031, 2.491225750930792]",[10]
[10],0,"[0.8, 1.71262367686227, -0.08479785919189453, 2.4278258176703753]",[46]
[46],0,"[0.8, 1.5976174443782978, -0.0028217315673828127, 2.394795712810915]",[37]
[37],0,"[0.8, 1.2723341299734274, -0.012573909759521485, 2.059760220213906]",[41]
[41],0,"[0.8, 0.0, -0.0, 0.8]",[41]
[41],5,"[0.8, 0.7740527576808782, -0.05312204360961914, 1.5209307140712591]",[41]
[41],4,"[0.8, 1.6677982944846386, -0.0017583146691322327, 2.4660399798155064]",[39]
[39],3,"[0.8, 0.00023367520495110082, -7.46194928069599e-08, 0.8002336005854583]",[34]
[34],7,"[0.8, 7.381541824073069e-08, -9.299870384893439e-10, 0.8000000728854313]",[34]
[34],7,"[0.8, 2.0427921253395102e-07, -2.929099807147395e-10, 0.8000002039863026]",[34]
[34],7,"[0.8, 1.373655288643891e-08, -1.57699719949278e-10, 0.8000000135788532]",[34]
[34],7,"[0.8, 0.844073447273636, -1.3069109991192818e-05, 1.644060378163645]",[34]
[34],0,"[0.8, 1.576549134516137, -4.1297636926174166e-06, 2.376545004752445]",[29]
[29],0,"[0.8, 0.0, -0.0, 0.8]",[49]
[49],5,"[0.8, 0.0, -0.0, 0.8]",[49]
[49],5,"[0.8, 0.0, -0.0, 0.8]",[49]
[49],5,"[0.8, 0.0, -0.0, 0.8]",[49]
[49],5,"[0.8, 0.0, -0.0, 0.8]",[49]
[49],5,"[0.8, 0.0, -0.0, 0.8]",[49]
[49],5,"[0.8, 0.0, -0.0, 0.8]",[49]
[49],5,"[0.8, 0.7410193603578364, -4.518777132034302e-06, 1.5410148415807043]",[4]
[4],4,"[0.8, 1.8686038480710274, -0.0005418777465820313, 2.6680619703244455]",[24]
[24],4,"[0.8, 1.8691757897920978, -2.6702880859375003e-06, 2.669173119504012]",[18]
[18],4,"[0.8, 1.869176454639272, -4.00543212890625e-06, 2.669172449207143]",[21]
[21],0,"[0.8, 1.869178690259187, -4.57763671875e-06, 2.669174112622468]",[17]
[17],0,"[0.8, 8.053607707211813e-05, -2.333170734345913e-05, 0.8000572043697287]",[12]
[12],7,"[0.8, 1.7184618546439015e-08, -2.5481840637553434e-10, 0.8000000169298002]",[12]
[12],7,"[0.8, 1.04713608889621e-07, -5.416080917086674e-11, 0.8000001046594482]",[12]
[12],7,"[0.8, 5.8365483113513544e-08, -7.245737343453129e-11, 0.8000000582930258]",[12]
[12],7,"[0.8, 1.5449639877644817e-08, -1.2666710347275513e-10, 0.8000000153229728]",[12]
[12],7,"[0.8, 1.1501394316393619e-07, -1.7913404093405916e-11, 0.8000001149960299]",[12]
[12],7,"[0.8, 6.694799700439266e-08, -1.9973729337152691e-10, 0.8000000667482597]",[12]
[12],7,"[0.8, 0.8953096519329335, -0.009547042846679689, 1.6857626090862539]",[14]
[14],3,"[0.8, 0.898017209465802, -1.186579465866089e-05, 1.6980053436711433]",[14]
[14],3,"[0.8, 0.8980206727484316, -2.1746382117271423e-06, 1.69801849811022]",[48]
[48],0,"[0.8, 1.7698209108329899, -6.0156686231493955e-06, 2.5698148951643667]",[48]
[48],5,"[0.8, 0.0, -0.0, 0.8]",[3]
[3],5,"[0.8, 0.0, -0.0, 0.8]",[3]
[3],5,"[0.8, 0.0, -0.0, 0.8]",[3]
[3],5,"[0.8, 0.0, -0.0, 0.8]",[3]
[3],5,"[0.8, 0.4682046473742607, -5.056083318777383e-06, 1.268199591290942]",[3]
[3],0,"[0.8, 1.668658061544391, -0.0002079010009765625, 2.4684501605434144]",[28]
[28],3,"[0.8, 1.3038012827881749, -0.0005352973937988282, 2.1032659853943763]",[15]
[15],3,"[0.8, 1.289626864539777, -0.009171760082244873, 2.080455104457532]",[15]
[15],4,"[0.8, -0.2, -5.437515210360289e-06, 0.5999945624847897]",[15]
[15],0,"[0.8, 2.531213032621091, -0.0001662304624915123, 3.3310468021585997]",[7]
[7],0,"[0.8, 1.3032236143253941, -0.00024639517068862914, 2.1029772191547056]",[31]
[31],4,"[0.8, 1.3002876997618393, -1.4082528650760652e-06, 2.1002862915089744]",[40]
[40],0,"[0.8, 1.3032813609173592, -1.3660173863172531e-06, 2.1032799948999727]",[5]
[5],0,"[0.8, 1.3009034681217018, -0.05187845230102539, 2.0490250158206766]",[5]
[5],4,"[0.8, 1.314763810615585, -0.003206634521484375, 2.1115571760941005]",[5]
[5],0,"[0.8, 0.0011097407913658946, -0.00023934692144393923, 0.800870393869922]",[5]
[5],6,"[0.8, 0.0, -0.0, 0.8]",[5]
[5],5,"[0.8, 0.0, -0.0, 0.8]",[5]
[5],5,"[0.8, 0.0, -0.0, 0.8]",[5]
[5],5,"[0.8, 0.8603479354059238, -0.013259220123291017, 1.6470887152826328]",[5]
[5],0,"[0.8, 1.7644532315562065, -0.017064666748046877, 2.5473885648081596]",[23]
[23],5,"[0.8, 0.0, -0.0, 0.8]",[0]
[0],5,"[0.8, 0.0, -0.0, 0.8]",[0]
[0],5,"[0.8, 0.0, -0.0, 0.8]",[0]
[0],5,"[0.8, 0.0, -0.0, 0.8]",[0]
[0],5,"[0.8, 0.0, -0.0, 0.8]",[0]
[0],5,"[0.8, 0.0, -0.0, 0.8]",[0]
[0],5,"[0.8, 0.0, -0.0, 0.8]",[0]
[0],5,"[0.8, 1.2320495379187886, -0.06437978744506836, 1.9676697504737202]",[42]
[42],4,"[0.8, 1.0083083965578694, -7.075928151607513e-05, 1.8082376372763533]",[26]
[26],3,"[0.8, 0.0, -0.0, 0.8]",[26]
[26],5,"[0.8, 1.2025282289697294, -0.029970312118530275, 1.9725579168511993]",[26]
[26],3,"[0.8, 1.2443692052797497, -7.238388061523438e-05, 2.0442968213991346]",[46]
[46],4,"[0.8, 1.270958904737732, -0.019605255126953127, 2.051353649610779]",[46]
[46],3,"[0.8, 1.3448045021651245, -5.0354003906250004e-05, 2.1447541481612182]",[37]
[37],0,"[0.8, 1.2715821798241649, -0.013817310333251953, 2.0577648694909128]",[41]
[41],0,"[0.8, 1.6372372852932882e-07, -1.3855782299287968e-09, 0.8000001623381503]",[41]
[41],6,"[0.8, 5.493873330082823e-08, -9.247287380276248e-11, 0.8000000548462605]",[41]
[41],6,"[0.8, 9.441664213488309e-08, -8.529251545041916e-09, 0.8000000858873907]",[41]
[41],6,"[0.8, 2.9191149022383862e-08, -2.0035383130334596e-10, 0.8000000289907953]",[41]
[41],3,"[0.8, 1.5720169984825243, -0.025149822235107422, 2.346867176247417]",[39]
[39],3,"[0.8, 0.9047602060053012, -0.00019058093428611755, 1.7045696250710152]",[30]
[30],3,"[0.8, 2.2936405984741763, -0.037509727478027347, 3.0561308709961494]",[30]
[30],4,"[0.8, -0.2, -0.04159469604492188, 0.5584053039550781]",[46]
[46],5,"[0.8, 0.9354303364940959, -0.01396770477294922, 1.7214626317211468]",[42]
[42],6,"[0.8, 1.5293281265420071, -0.01624641418457031, 2.3130817123574365]",[0]
[0],0,"[0.8, 0.0, -0.0, 0.8]",[0]
[0],5,"[0.8, 0.0, -0.0, 0.8]",[0]
[0],5,"[0.8, 0.0, -0.0, 0.8]",[0]
[0],5,"[0.8, 0.0, -0.0, 0.8]",[0]
[0],5,"[0.8, 0.0, -0.0, 0.8]",[0]
[0],5,"[0.8, 0.013187959951699933, -0.00829004168510437, 0.8048979182665956]",[0]
[0],0,"[0.8, 1.8109852060143359, -0.0023471832275390628, 2.608638022786797]",[23]
[23],0,"[0.8, 1.6386503227302893, -0.05361614227294922, 2.38503418045734]",[5]
[5],0,"[0.8, 2.2963746589437632, -0.00047278665006160735, 3.0959018722937017]",[5]
[5],4,"[0.8, -0.2, -0.000132036954164505, 0.5998679630458356]",[19]
[19],0,"[0.8, 2.9090918792474887, -0.00019529085606336593, 3.7088965883914256]",[15]
[15],4,"[0.8, 1.5221422835745233, -0.006980609893798828, 2.3151616736807243]",[15]
[15],3,"[0.8, 2.2175337416442735, -0.03024139404296875, 2.987292347601305]",[28]
[28],0,"[0.8, 0.0, -0.0, 0.8]",[28]
[28],5,"[0.8, 0.9139302200251814, -0.05208539962768555, 1.661844820397496]",[28]
[28],0,"[0.8, 0.5758630211006145, -0.009222590923309326, 1.3666404301773052]",[3]
[3],3,"[0.8, 0.7974230601856006, -0.00010230690240859985, 1.5973207532831921]",[3]
[3],3,"[0.8, 0.7975573015219677, -0.00021680286154150964, 1.5973404986604263]",[48]
[48],0,"[0.8, 0.797557263080888, -0.00024857614189386366, 1.597308686938994]",[48]
[48],3,"[0.8, 0.7975572209031405, -3.2686511985957623e-06, 1.597553952251942]",[48]
[48],0,"[0.8, 2.739505583129983e-06, -3.183985199939343e-08, 0.8000027076657312]",[12]
[12],7,"[0.8, 1.2022185001471137e-08, -1.0366500191594241e-08, 0.8000000016556849]",[12]
[12],7,"[0.8, 1.3816518710275126e-08, -1.4320271475298796e-08, 0.7999999994962472]",[12]
