state,action,reward,next state
[12],7,"[0.8, 3.7294296623940726e-08, -1.8040666418528418e-08, 0.8000000192536303]",[12]
[12],7,"[0.8, 7.459901640565814e-08, -1.7716928368827212e-08, 0.8000000568820881]",[12]
[12],7,"[0.8, 6.355813048729128e-08, -5.586869633589231e-10, 0.8000000629994436]",[12]
[12],7,"[0.8, 0.9553007980460484, -4.08675754442811e-05, 1.7552599304706042]",[14]
[14],4,"[0.8, 1.9198008103765183, -7.1071088314056395e-06, 2.719793703267687]",[7]
[7],0,"[0.8, 0.7375580643655237, -5.576177500188351e-06, 1.5375524881880236]",[32]
[32],4,"[0.8, 1.2334590374882353, -0.010001850128173829, 2.0234571873600613]",[6]
[6],0,"[0.8, 1.2859458722076882, -0.0034093856811523438, 2.0825364865265357]",[6]
[6],4,"[0.8, 1.2889495232327721, -0.0033494949340820315, 2.08560002829869]",[13]
[13],0,"[0.8, 1.2889491709268006, -0.0033493995666503905, 2.08559977136015]",[9]
[9],0,"[0.8, 1.2889492926835702, -0.0033496856689453126, 2.085599607014625]",[9]
[9],0,"[0.8, 0.4750357100293588, -0.26597185134887696, 1.0090638586804819]",[47]
[47],5,"[0.8, 0.0, -0.0, 0.8]",[47]
[47],5,"[0.8, 0.0, -0.0, 0.8]",[47]
[47],5,"[0.8, 0.0, -0.0, 0.8]",[47]
[47],5,"[0.8, 0.7571314314848752, -0.000388336181640625, 1.5567430953032346]",[47]
[47],0,"[0.8, 0.736945402144868, -0.0048353910446167, 1.5321100111002512]",[29]
[29],3,"[0.8, 0.7400941615648947, -1.0712072253227234e-05, 1.5400834494926414]",[34]
[34],3,"[0.8, 0.7400914921437696, -0.00022709477692842484, 1.5398643973668413]",[34]
[34],3,"[0.8, 0.739439437590922, -1.0618008673191072e-06, 1.5394383757900547]",[39]
[39],0,"[0.8, 1.37797168407719, -7.161032408475876e-06, 2.177964523044782]",[39]
[39],0,"[0.8, 0.0, -0.0, 0.8]",[30]
[30],5,"[0.8, 0.0, -0.0, 0.8]",[30]
[30],5,"[0.8, 0.0, -0.0, 0.8]",[30]
[30],5,"[0.8, 1.08134275968234, -0.013977479934692384, 1.8673652797476477]",[30]
[30],3,"[0.8, -0.2, -0.030669403076171876, 0.5693305969238281]",[37]
[37],4,"[0.8, 1.6945039619979565, -0.0173492431640625, 2.4771547188338943]",[42]
[42],3,"[0.8, 1.229731151624744, -0.04850435256958008, 1.981226799055164]",[42]
[42],3,"[0.8, 1.1227578355545187, -3.440678119659424e-06, 1.922754394876399]",[26]
[26],0,"[0.8, 0.0, -0.0, 0.8]",[26]
[26],5,"[0.8, 0.0, -0.0, 0.8]",[26]
[26],5,"[0.8, 0.0, -0.0, 0.8]",[26]
[26],5,"[0.8, 0.0, -0.0, 0.8]",[26]
[26],5,"[0.8, 1.3451842486904926, -0.036037254333496097, 2.1091469943569967]",[10]
[10],3,"[0.8, 1.4727013452249516, -0.003566741943359375, 2.269134603281592]",[46]
[46],0,"[0.8, 1.4750553139849603, -0.0030778884887695313, 2.271977425496191]",[46]
[46],0,"[0.8, 1.4722860721294775, -0.0030776977539062503, 2.2692083743755713]",[37]
[37],0,"[0.8, 0.0015016847070402383, -0.0002625791355967522, 0.8012391055714435]",[41]
[41],5,"[0.8, 0.0, -0.0, 0.8]",[41]
[41],5,"[0.8, 0.0, -0.0, 0.8]",[41]
[41],5,"[0.8, 0.0, -0.0, 0.8]",[41]
[41],5,"[0.8, 0.724150088738869, -0.054822778701782225, 1.469327310037087]",[41]
[41],4,"[0.8, 1.6752257568712623, -0.0011613033711910248, 2.4740644535000715]",[39]
[39],6,"[0.8, 0.7426709235294475, -8.705183863639831e-05, 1.5425838716908111]",[30]
[30],1,"[0.8, 2.5536817307231967, -0.038818740844726564, 3.3148629898784705]",[30]
[30],0,"[0.8, 2.6205175857449605, -0.023137474060058595, 3.3973801116849023]",[42]
[42],0,"[0.8, 0.851023554192374, -0.004891300201416016, 1.646132253990958]",[42]
[42],4,"[0.8, 1.4016856172262766, -0.020406150817871095, 2.1812794664084056]",[0]
[0],0,"[0.8, 0.0, -0.0, 0.8]",[0]
[0],5,"[0.8, 0.0, -0.0, 0.8]",[0]
[0],5,"[0.8, 0.0, -0.0, 0.8]",[0]
[0],5,"[0.8, 0.0, -0.0, 0.8]",[0]
[0],5,"[0.8, 0.0, -0.0, 0.8]",[0]
[0],5,"[0.8, 0.7955831944644043, -0.03215627670288086, 1.5634269177615234]",[0]
[0],5,"[0.8, 1.2953783686199845, -7.682712748646736e-05, 2.095301541492498]",[43]
[43],4,"[0.8, 1.9961744672404453, -9.072874672710897e-06, 2.7961653943657727]",[40]
[40],3,"[0.8, 1.058262199810796, -6.550690159201622e-07, 1.85826154474178]",[19]
[19],0,"[0.8, 0.0, -0.0, 0.8]",[31]
[31],5,"[0.8, 0.0, -0.0, 0.8]",[31]
[31],5,"[0.8, 0.0, -0.0, 0.8]",[31]
[31],5,"[0.8, 0.0, -0.0, 0.8]",[31]
[31],5,"[0.8, 0.0, -0.0, 0.8]",[31]
[31],5,"[0.8, 1.443046302822811, -9.051364031620324e-08, 2.243046212309171]",[19]
[19],0,"[0.8, 1.0899341398927855, -7.661408744752407e-07, 1.889933373751911]",[7]
[7],0,"[0.8, 1.5243628809735963, -0.06327743530273437, 2.261085445670862]",[14]
[14],3,"[0.8, 1.7086811739751433, -0.00859375, 2.5000874239751436]",[17]
[17],7,"[0.8, 1.462503117092944, -0.019054412841796875, 2.243448704251147]",[21]
[21],0,"[0.8, 1.6193729267240844, -0.0023096084594726564, 2.4170633182646117]",[2]
[2],3,"[0.8, 1.6425989114355248, -0.026902389526367188, 2.4156965219091577]",[24]
[24],5,"[0.8, 0.9219415917773115, -0.025596046447753908, 1.6963455453295575]",[4]
[4],0,"[0.8, 1.6049612057431197, -0.0011447928845882416, 2.4038164128585313]",[4]
[4],3,"[0.8, 0.7567643867862901, -6.0388119891285896e-05, 1.5567039986663989]",[29]
[29],4,"[0.8, 1.5752787429198871, -6.938353180885315e-08, 2.3752786735363554]",[34]
[34],0,"[0.8, 0.0, -0.0, 0.8]",[34]
[34],5,"[0.8, 0.0, -0.0, 0.8]",[34]
[34],5,"[0.8, 0.0, -0.0, 0.8]",[34]
[34],5,"[0.8, 0.0, -0.0, 0.8]",[34]
[34],5,"[0.8, 0.0, -0.0, 0.8]",[34]
[34],5,"[0.8, 0.0, -0.0, 0.8]",[34]
[34],5,"[0.8, 0.0, -0.0, 0.8]",[34]
[34],5,"[0.8, 1.5268087175910052, -0.0001633618026971817, 2.3266453557883082]",[39]
[39],4,"[0.8, 0.0, -0.0, 0.8]",[30]
[30],5,"[0.8, 0.0, -0.0, 0.8]",[30]
[30],5,"[0.8, 0.0, -0.0, 0.8]",[30]
[30],5,"[0.8, 0.0, -0.0, 0.8]",[30]
[30],5,"[0.8, 0.6973392453382322, -0.00019262265413999557, 1.4971466226840922]",[30]
[30],3,"[0.8, 1.040513481866922, -0.00019464492797851562, 1.8403188369389434]",[22]
[22],4,"[0.8, 1.0409922005442502, -0.004197406768798828, 1.8367947937754514]",[22]
[22],4,"[0.8, 1.0417602603855733, -0.000165536068379879, 1.8415947243171935]",[22]
[22],3,"[0.8, 2.974930791320857, -4.6182796359062196e-05, 3.7748846085244976]",[39]
[39],0,"[0.8, -0.2, -1.3324618339538575e-05, 0.5999866753816605]",[4]
[4],0,"[0.8, 2.0387797934698346, -1.923833042383194e-05, 2.8387605551394106]",[38]
[38],5,"[0.8, 1.4566758379686489, -0.0024250030517578127, 2.254250834916891]",[38]
[38],4,"[0.8, 4.156527823447885e-07, -1.0376284080848563e-07, 0.8000003118899416]",[1]
[1],7,"[0.8, 4.46331853269799e-08, -1.0883346668322247e-10, 0.8000000445243519]",[1]
[1],7,"[0.8, 2.0601630412841442e-08, -1.0883447032483673e-10, 0.800000020492796]",[1]
[1],7,"[0.8, 5.1503230854703635e-09, -1.0880563117154907e-10, 0.8000000050415175]",[1]
[1],7,"[0.8, 1.5451168459265993e-08, -1.0882801326772551e-10, 0.8000000153423404]",[1]
[1],7,"[0.8, 6.35149181273451e-08, -1.0883448808840513e-10, 0.8000000634060837]",[1]
[1],7,"[0.8, 1.8883992267660773e-08, -3.444736051960717e-10, 0.8000000185395187]",[1]
[1],7,"[0.8, 0.7366734181455872, -0.005093193054199219, 1.5315802250913881]",[1]
[1],4,"[0.8, 1.4149212134070281, -0.00016093682497739792, 2.2147602765820507]",[25]
[25],4,"[0.8, 1.4149921312313858, -7.691886276006699e-06, 2.21498443934511]",[25]
[25],0,"[0.8, 0.8183715617919027, -0.00025353236123919486, 1.6181180294306636]",[33]
[33],1,"[0.8, 6.335506306528332e-08, -2.3772238364472288e-08, 0.8000000395828247]",[33]
[33],7,"[0.8, 5.1216919747158444e-08, -3.349715882450255e-09, 0.8000000478672039]",[33]
[33],7,"[0.8, 0.7632936479537786, -0.000222092866897583, 1.5630715550868812]",[33]
[33],3,"[0.8, 0.797704205623159, -0.0007415771484375, 1.5969626284747216]",[4]
[4],3,"[0.8, 0.7976754281402584, -0.00025539398193359376, 1.5974200341583247]",[24]
[24],0,"[0.8, 0.7976752339896678, -0.00025548934936523435, 1.5974197446403027]",[18]
[18],0,"[0.8, 2.126821289204479, -0.0053802490234375, 2.9214410401810413]",[18]
[18],0,"[0.8, 2.098121738859422, -0.0017404556274414062, 2.896381283231981]",[21]
[21],0,"[0.8, 1.5525485851153231, -0.03823986053466797, 2.3143087245806555]",[27]
[27],3,"[0.8, 1.4711924598374857, -0.004927635192871094, 2.2662648246446144]",[14]
[14],4,"[0.8, 0.0018182197606038516, -1.3687799219042063e-05, 0.8018045319613849]",[36]
[36],6,"[0.8, 6.53184844878098e-08, -1.0480992074235474e-09, 0.8000000642703853]",[36]
[36],6,"[0.8, 7.224422806904936e-08, -3.338535634611617e-09, 0.8000000689056925]",[36]
[36],6,"[0.8, 0.27560368054377793, -5.0558857619762424e-05, 1.0755531216861582]",[36]
[36],3,"[0.8, 0.947694979520456, -0.0001864374428987503, 1.7475085420775573]",[19]
[19],4,"[0.8, 0.8729009396423488, -3.6104698665440083e-06, 1.6728973291724825]",[31]
[31],0,"[0.8, 0.5111634241858154, -1.4578178524971009e-05, 1.3111488460072904]",[20]
[20],5,"[0.8, 0.0, -0.0, 0.8]",[20]
[20],5,"[0.8, 0.0, -0.0, 0.8]",[20]
[20],5,"[0.8, 0.0, -0.0, 0.8]",[20]
[20],5,"[0.8, 0.0, -0.0, 0.8]",[20]
[20],5,"[0.8, 0.0, -0.0, 0.8]",[20]
[20],5,"[0.8, 0.9599883717937934, -0.00015331896021962167, 1.7598350528335738]",[40]
[40],3,"[0.8, 1.6103112665004045, -4.228518810123206e-06, 2.4103070379815943]",[43]
[43],0,"[0.8, 0.0, -0.0, 0.8]",[44]
[44],5,"[0.8, 0.8464255031663361, -4.976140335202217e-05, 1.6463757417629843]",[23]
[23],3,"[0.8, 0.8855653368984886, -0.10070123672485352, 1.5848641001736352]",[5]
[5],7,"[0.8, 1.2253482119724524, -0.004253005981445313, 2.0210952059910072]",[5]
[5],0,"[0.8, 1.1975125369880206, -0.05822281837463379, 1.9392897186133868]",[5]
[5],3,"[0.8, 2.810953219404969, -0.0005946939811110497, 3.610358525423858]",[5]
[5],4,"[0.8, -0.2, -1.8626451492309571e-10, 0.5999999998137355]",[7]
[7],0,"[0.8, 2.761572063027629, -0.00030454345047473906, 3.5612675195771546]",[15]
[15],7,"[0.8, 1.2323142167713677, -2.6050256565213203e-06, 2.032311611745711]",[15]
[15],0,"[0.8, 1.1940908207297376, -0.00789642333984375, 1.986194397389894]",[15]
[15],3,"[0.8, 1.7086956783545872, -0.01960926055908203, 2.489086417795505]",[28]
[28],0,"[0.8, 0.0, -0.0, 0.8]",[28]
[28],5,"[0.8, 0.0, -0.0, 0.8]",[28]
[28],5,"[0.8, 0.9553493335992818, -0.010248947143554689, 1.745100386455727]",[28]
[28],3,"[0.8, 1.755359634114263, -9.600305929780006e-06, 2.5553500338083333]",[48]
[48],3,"[0.8, 1.5159500628323048, -0.00018331229686737062, 2.3157667505354373]",[48]
[48],0,"[0.8, 1.0869563430680929, -0.022074103355407715, 1.8648822397126852]",[14]
[14],4,"[0.8, 0.9279657526748729, -0.03880167007446289, 1.68916408260041]",[27]
[27],4,"[0.8, 0.9041264998743149, -0.018449878692626955, 1.685676621181688]",[17]
[17],0,"[0.8, 0.9607707865535624, -0.037884521484375, 1.7228862650691874]",[21]
[21],3,"[0.8, 0.9475261806982296, -0.0382786750793457, 1.709247505618884]",[2]
[2],3,"[0.8, 0.9107611775589733, -0.014716339111328126, 1.6960448384476452]",[18]
[18],0,"[0.8, 1.0553708044417631, -0.03684520721435547, 1.8185255972274077]",[18]
[18],0,"[0.8, 0.8945912167459696, -0.05287523269653321, 1.6417159840494366]",[24]
[24],0,"[0.8, 0.0, -0.0, 0.8]",[45]
[45],5,"[0.8, 0.0, -0.0, 0.8]",[45]
[45],5,"[0.8, 0.0, -0.0, 0.8]",[45]
[45],5,"[0.8, 0.7214459651563665, -0.0011068344116210939, 1.5203391307447456]",[4]
[4],4,"[0.8, 0.9450824665147985, -0.0001580750197172165, 1.7449243914950814]",[33]
[33],3,"[0.8, 0.8768157789935958, -1.497962512075901e-06, 1.6768142810310838]",[25]
[25],0,"[0.8, 1.0998550594054792, -6.241444498300552e-06, 1.899848817960981]",[25]
[25],5,"[0.8, 0.001673833718036219, -5.885411155759357e-07, 0.8016732451769207]",[11]
[11],5,"[0.8, 0.0, -0.0, 0.8]",[11]
[11],5,"[0.8, 0.0, -0.0, 0.8]",[11]
[11],5,"[0.8, 0.0, -0.0, 0.8]",[11]
[11],5,"[0.8, 0.0, -0.0, 0.8]",[11]
[11],5,"[0.8, 1.4706036823541941, -0.03104057312011719, 2.2395631092340773]",[1]
[1],3,"[0.8, 1.4985917249587173, -0.01482372283935547, 2.283768002119362]",[38]
[38],3,"[0.8, 1.9973359674794198, -0.0001470884308218956, 2.7971888790485977]",[38]
[38],4,"[0.8, -0.2, -7.754582911729812e-05, 0.5999224541708827]",[4]
[4],4,"[0.8, -0.2, -8.688606321811676e-05, 0.5999131139367819]",[39]
[39],5,"[0.8, 1.3887205089951806, -1.1869892477989197e-05, 2.1887086391027024]",[22]
[22],0,"[0.8, 1.3855460872759984, -0.0016546249389648438, 2.1838914623370336]",[22]
[22],4,"[0.8, 0.0, -0.0, 0.8]",[30]
[30],5,"[0.8, 0.0, -0.0, 0.8]",[30]
[30],5,"[0.8, 0.0, -0.0, 0.8]",[30]
[30],5,"[0.8, 0.0, -0.0, 0.8]",[30]
[30],5,"[0.8, 0.8771138456683192, -0.017322731018066407, 1.6597911146502529]",[22]
[22],0,"[0.8, 1.5717427914887485, -0.03876285552978516, 2.3329799359589636]",[30]
[30],0,"[0.8, 2.9187779742328117, -0.023610305786132813, 3.695167668446679]",[46]
[46],0,"[0.8, 0.44577269605400593, -0.23402299880981445, 1.0117496972441915]",[42]
[42],7,"[0.8, 6.188688693198698e-08, -2.9933282519323256e-10, 0.8000000615875541]",[42]
[42],7,"[0.8, 1.0315950607981306e-08, -4.33721005776988e-10, 0.8000000098822296]",[42]
[42],7,"[0.8, 1.7226238249678e-08, -2.0922040988580192e-10, 0.8000000170170178]",[42]
[42],7,"[0.8, 3.4435265221504256e-08, -1.0408385264781829e-11, 0.8000000344248569]",[42]
[42],7,"[0.8, 2.4035945454462223e-08, -2.0922028554082318e-10, 0.8000000238267252]",[42]
[42],7,"[0.8, 0.9970471855300709, -0.0360015869140625, 1.7610455986160085]",[42]
[42],3,"[0.8, 1.1894706740037604, -1.424495130777359e-05, 1.9894564290524526]",[26]
[26],0,"[0.8, 0.0, -0.0, 0.8]",[26]
[26],5,"[0.8, 0.0, -0.0, 0.8]",[26]
[26],5,"[0.8, 0.0, -0.0, 0.8]",[26]
[26],5,"[0.8, 0.0, -0.0, 0.8]",[26]
[26],5,"[0.8, 0.9369737311667254, -0.0014581680297851562, 1.7355155631369403]",[26]
[26],3,"[0.8, 0.9660924678917904, -0.018114185333251955, 1.7479782825585386]",[10]
[10],1,"[0.8, 0.9155345168293032, -0.045662879943847656, 1.6698716368854556]",[46]
[46],4,"[0.8, 1.2492057674550157, -0.04928159713745117, 1.9999241703175645]",[46]
[46],3,"[0.8, 1.3891467901720076, -0.0031798362731933595, 2.1859669538988142]",[37]
[37],0,"[0.8, 1.211651237683097, -0.007499980926513672, 2.0041512567565833]",[41]
[41],0,"[0.8, 0.0, -0.0, 0.8]",[41]
[41],5,"[0.8, 0.0, -0.0, 0.8]",[41]
[41],5,"[0.8, 0.0, -0.0, 0.8]",[41]
[41],5,"[0.8, 0.964169603939698, -0.006493568420410156, 1.757676035519288]",[39]
[39],4,"[0.8, 0.6734473755869026, -0.00017171349376440047, 1.4732756620931382]",[34]
[34],3,"[0.8, 0.0013547675873845557, -1.666229451075196e-05, 0.8013381052928739]",[34]
[34],6,"[0.8, 6.186803795562826e-08, -9.362597808149075e-11, 0.8000000617744121]",[34]
[34],6,"[0.8, 1.356495603023788e-07, -8.629326941900217e-10, 0.8000001347866277]",[34]
[34],6,"[0.8, 1.4600108088707933e-07, -7.748422348186069e-10, 0.8000001452262387]",[34]
[34],6,"[0.8, 0.8117477968702395, -1.335563138127327e-05, 1.6117344412388581]",[34]
[34],0,"[0.8, 0.8119021201462431, -3.9565376937389375e-06, 1.6118981636085494]",[29]
[29],0,"[0.8, 0.9642837179542716, -1.865723170340061e-05, 1.7642650607225683]",[49]
[49],0,"[0.8, 0.0, -0.0, 0.8]",[49]
[49],5,"[0.8, 0.0, -0.0, 0.8]",[49]
[49],5,"[0.8, 0.0, -0.0, 0.8]",[49]
[49],5,"[0.8, 0.0, -0.0, 0.8]",[49]
[49],5,"[0.8, 0.0, -0.0, 0.8]",[49]
[49],5,"[0.8, 0.0, -0.0, 0.8]",[49]
[49],5,"[0.8, 1.2216755463747544, -0.060326671600341795, 1.9613488747744126]",[4]
[4],4,"[0.8, 1.27473001158902, -0.003400897979736328, 2.0713291136092837]",[24]
[24],3,"[0.8, 1.2715828575764103, -0.0033690452575683596, 2.068213812318842]",[18]
[18],0,"[0.8, 1.2746149081961535, -0.0033693313598632812, 2.07124557683629]",[2]
[2],0,"[0.8, 1.2746147393809941, -0.003368854522705078, 2.071245884858289]",[21]
[21],0,"[0.8, 1.2715817753243026, -0.0033695220947265628, 2.068212253229576]",[17]
[17],4,"[0.8, 1.0790820417807283, -0.0014885902404785157, 1.87759345154025]",[27]
[27],0,"[0.8, 0.0, -0.0, 0.8]",[12]
[12],5,"[0.8, 0.0, -0.0, 0.8]",[12]
[12],5,"[0.8, 0.0, -0.0, 0.8]",[12]
[12],5,"[0.8, 0.0, -0.0, 0.8]",[12]
[12],5,"[0.8, 0.5677620676371573, -0.055940675735473636, 1.3118213919016837]",[12]
[12],4,"[0.8, 1.5361434059176702, -0.0014322221279144288, 2.334711183789756]",[7]
[7],3,"[0.8, 1.1795130992488698e-05, -1.233646344189765e-08, 0.8000117827945291]",[36]
[36],6,"[0.8, 1.1099459359504892e-07, -1.6110950582515217e-08, 0.8000000948836431]",[36]
[36],6,"[0.8, 2.2832723869262595e-07, -2.871246351787704e-08, 0.8000001996147752]",[36]
[36],6,"[0.8, 2.9254853041134477e-08, -1.4876810894293157e-11, 0.8000000292399763]",[36]
[36],6,"[0.8, 0.8690869778356656, -9.318208321928978e-06, 1.6690776596273436]",[32]
[32],0,"[0.8, 1.3173354479378414, -0.0010138068348169327, 2.1163216411030246]",[19]
[19],4,"[0.8, 1.0222602391585756, -0.00018354067578911783, 1.8220766984827865]",[40]
[40],2,"[0.8, 7.214128952426476e-08, -6.235282512534468e-10, 0.8000000715177613]",[20]
[20],7,"[0.8, 5.1541216939539124e-08, -9.042823023719393e-10, 0.8000000506369347]",[20]
[20],7,"[0.8, 2.922494848314678e-08, -7.530673862277127e-11, 0.8000000291496417]",[20]
[20],7,"[0.8, 3.4625393901723777e-09, -1.9574653720155766e-09, 0.8000000015050741]",[20]
[20],7,"[0.8, 1.0041378768835309e-07, -1.9824913124466548e-08, 0.8000000805888746]",[20]
[20],7,"[0.8, 4.2962347348043614e-08, -4.484730652620783e-08, 0.7999999981150409]",[20]
[20],7,"[0.8, 0.8202453353148904, -0.00015645120292901994, 1.6200888841119614]",[40]
[40],7,"[0.8, 1.1270243476120037, -2.582557499408722e-06, 1.9270217650545043]",[43]
[43],5,"[0.8, 0.0, -6.948881036805688e-08, 0.7999999305111897]",[44]
[44],5,"[0.8, 0.7710270803875123, -0.00013442919589579105, 1.5708926511916166]",[23]
[23],4,"[0.8, 1.4864623113781192, -0.00041236877441406253, 2.2860499426037055]",[5]
[5],3,"[0.8, 1.487921078089718, -7.2479248046875005e-06, 2.2879138301649133]",[5]
[5],0,"[0.8, 1.4888021094922017, -0.0006038941442966461, 2.2881982153479052]",[5]
[5],4,"[0.8, 2.7586603492876964, -4.700161516666412e-05, 3.55861334767253]",[19]
[19],5,"[0.8, 0.5645260892010653, -1.91875034943223e-05, 1.364506901697571]",[32]
[32],5,"[0.8, 2.5544611879250776, -0.0004327715188264847, 3.3540284164062513]",[7]
[7],3,"[0.8, 2.5550517678041214, -2.6738643646240236e-05, 3.3550250291604753]",[15]
[15],0,"[0.8, 1.1171281309621113, -1.906102988868952e-06, 1.9171262248591225]",[15]
[15],0,"[0.8, 0.6826345038143047, -0.00045762173831462863, 1.48217688207599]",[15]
[15],3,"[0.8, 0.8423385687910276, -0.0064183235168457035, 1.635920245274182]",[15]
[15],3,"[0.8, 1.3525103298517456, -0.010006427764892578, 2.142503902086853]",[15]
[15],0,"[0.8, 0.8233514692580706, -0.015378570556640625, 1.60797289870143]",[28]
[28],0,"[0.8, 1.2981828341140427, -0.026743650436401367, 2.0714391836776413]",[28]
[28],3,"[0.8, 1.314693743197897, -0.00016798682510852815, 2.1145257563727884]",[3]
[3],4,"[0.8, 1.3176108542862774, -3.730994649231434e-07, 2.1176104811868126]",[48]
[48],0,"[0.8, 0.9113278542536949, -8.91025410965085e-06, 1.7113189439995853]",[14]
[14],0,"[0.8, 1.3197412554163113, -0.003306293487548828, 2.1164349619287623]",[27]
[27],3,"[0.8, 1.3176113630021904, -0.0033112525939941405, 2.1143001104081964]",[17]
[17],0,"[0.8, 1.314631919865712, -0.0033100128173828127, 2.111321907048329]",[21]
[21],3,"[0.8, 1.257746259241614, -0.003205680847167969, 2.0545405783944464]",[2]
[2],0,"[0.8, 1.257226130499812, -0.0033886909484863283, 2.0538374395513257]",[18]
[18],0,"[0.8, 1.2602772368373798, -0.0033885955810546878, 2.056888641256325]",[24]
[24],0,"[0.8, 0.0, -0.0, 0.8]",[45]
[45],5,"[0.8, 0.0, -0.0, 0.8]",[45]
[45],5,"[0.8, 0.0, -0.0, 0.8]",[45]
[45],5,"[0.8, 0.4468267274734558, -0.04192299842834473, 1.2049037290451112]",[45]
[45],0,"[0.8, 1.1599281374343806, -0.00019177282229065895, 1.95973636461209]",[33]
[33],4,"[0.8, 1.1581795708573424, -0.0002597150392830372, 1.9579198558180593]",[33]
[33],4,"[0.8, 1.1581732776064475, -0.0005204280838370323, 1.9576528495226104]",[25]
[25],4,"[0.8, 0.0029011333447702403, -0.013340492248535157, 0.7895606410962351]",[11]
[11],7,"[0.8, 5.5129585294055906e-08, -4.1350091350977894e-09, 0.8000000509945762]",[11]
[11],7,"[0.8, 2.060814401995341e-07, -5.065825916972244e-08, 0.800000155423181]",[11]
[11],7,"[0.8, 2.4058868772580847e-08, -1.1109545994258952e-08, 0.8000000129493228]",[11]
[11],7,"[0.8, 1.71835518097685e-07, -1.687749318080023e-09, 0.8000001701477688]",[11]
[11],7,"[0.8, 0.7936336450489183, -0.00039727985858917236, 1.5932363651903292]",[11]
[11],3,"[0.8, 1.1142064023619154, -0.0021440505981445315, 1.912062351763771]",[1]
[1],3,"[0.8, 1.027871961350174, -0.07639312744140625, 1.7514788339087677]",[38]
[38],3,"[0.8, 1.1028963406574548, -0.000139123247936368, 1.9027572174095184]",[38]
[38],3,"[0.8, -0.2, -4.0014274418354034e-06, 0.5999959985725583]",[33]
[33],0,"[0.8, -0.2, -6.787516176700593e-05, 0.599932124838233]",[29]
[29],4,"[0.8, 2.176526105056512, -1.2163445353507995e-05, 2.9765139416111586]",[22]
[22],0,"[0.8, 1.9086171736253474, -0.002080535888671875, 2.7065366377366757]",[22]
[22],3,"[0.8, 0.0, -0.0, 0.8]",[30]
[30],5,"[0.8, 0.0, -0.0, 0.8]",[30]
[30],5,"[0.8, 0.0, -0.0, 0.8]",[30]
[30],5,"[0.8, 0.0, -0.0, 0.8]",[30]
[30],5,"[0.8, 1.9219960112203243, -0.10301361083984376, 2.6189824003804807]",[30]
[30],3,"[0.8, 3.555563854036576e-05, -6.629772997257532e-09, 0.8000355490087674]",[30]
[30],6,"[0.8, 0.14811455384003017, -0.00019531611353158952, 0.9479192377264987]",[30]
[30],4,"[0.8, 1.933305974927227, -0.004535484313964844, 2.728770490613262]",[39]
[39],4,"[0.8, 1.9410213673130228, -5.7220458984375e-07, 2.741020795108433]",[37]
[37],0,"[0.8, 1.9410212357194823, -3.814697265625e-07, 2.741020854249756]",[46]
[46],0,"[0.8, 2.9719542304274724e-06, -2.766257239272818e-07, 0.8000026953285065]",[10]
[10],7,"[0.8, 2.3176730240216806e-07, -8.820742891657573e-09, 0.8000002229465596]",[10]
[10],7,"[0.8, 1.2706904459562185e-07, -8.308331800321866e-11, 0.8000001269859613]",[10]
[10],7,"[0.8, 2.1973047981202816e-07, -3.366452716591084e-10, 0.8000002193938346]",[10]
[10],7,"[0.8, 1.8888103309093584e-07, -2.0706654169089235e-10, 0.8000001886739666]",[10]
[10],7,"[0.8, 0.7997973988993898, -0.004937934875488281, 1.5948594640239016]",[10]
[10],0,"[0.8, 1.597696234705475, -0.0129425048828125, 2.3847537298226626]",[16]
[16],5,"[0.8, 0.0, -0.0, 0.8]",[16]
[16],5,"[0.8, 0.7438706589111058, -0.01708359718322754, 1.5267870617278785]",[43]
[43],4,"[0.8, 1.0963289009260515, -7.241889834403991e-05, 1.8962564820277075]",[43]
[43],3,"[0.8, 1.3188948294211862, -0.009257888793945313, 2.109636940627241]",[23]
[23],4,"[0.8, 0.990667506026873, -0.0062348365783691405, 1.784432669448504]",[0]
[0],6,"[0.8, 0.0, -0.0, 0.8]",[0]
[0],5,"[0.8, 0.0, -0.0, 0.8]",[0]
[0],5,"[0.8, 0.961995250401701, -0.0015816688537597656, 1.7604135815479411]",[42]
[42],0,"[0.8, 1.3033725914068792, -0.0032523155212402345, 2.100120275885639]",[42]
[42],0,"[0.8, 1.30328141985422, -0.003329753875732422, 2.0999516659784874]",[42]
[42],0,"[0.8, 1.3002849795417157, -0.0033298492431640624, 2.096955130298552]",[37]
[37],4,"[0.8, 1.3032815539296845, -0.0033296585083007813, 2.099951895421384]",[30]
[30],4,"[0.8, 0.0, -0.0, 0.8]",[30]
[30],5,"[0.8, 0.0, -0.0, 0.8]",[30]
[30],5,"[0.8, 0.0, -0.0, 0.8]",[30]
[30],5,"[0.8, 0.0, -0.0, 0.8]",[30]
[30],5,"[0.8, 0.9065876319168251, -0.04927682876586914, 1.657310803150956]",[30]
[30],0,"[0.8, 1.127539798915714, -0.008580398559570313, 1.9189594003561439]",[22]
[22],5,"[0.8, 0.9454836143160087, -0.00019254684448242188, 1.7452910674715263]",[22]
[22],0,"[0.8, 0.9437671123274654, -2.7232617139816284e-05, 1.7437398797103256]",[22]
[22],4,"[0.8, 2.904217623677587, -0.0002009458839893341, 3.7040166777935974]",[39]
[39],4,"[0.8, 2.948461034772187, -1.1167395859956741e-05, 3.748449867376327]",[29]
